Seller,Seller URL,Business Name,Business Address,Brand,Product Name,Price (USD),Number of Ratings,Customer Rating,product url,Best Sellers Rank,Category Rank,Search input,Total Results,ASIN,Selected Size,Selected Size ASIN,Date Scraped,Week Scraped,Package Dimensions,Item model number,Department
ShopSW,https://www.amazon.com/sp?seller=A3389DDRKC5SNE,"JAE OZ, INC","331 S Peoria st, Unit 304, CHICAGO, IL, 60607, US",Jordan,Jordan 1 Mid Men's Shoes,,,4.7,https://www.amazon.com/Jordan-nike-Shoes-Purple-DQ8426/dp/B0CDCQZR8T/ref=sr_1_288?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-288&xpid=9wbIeO2E2wuAq,"#2041247 in Clothing, Shoes & Jewelry",#11049 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0CDCQZR8T,9,B0CDCQZR8T,28-01-2026,26-01-2026,,DQ8426,mens
Plain Gear,https://www.amazon.com/sp?seller=A1ME9LZAEMLUMT,"Letusto, Inc","23B Roland Ave., MOUNT LAUREL, NJ, 08054, US",Nike,Air Jordan 1 Low - Rule of Next,,,,https://www.amazon.com/Air-Jordan-Low-Rule-Next/dp/B0F4LPH5T1/ref=sr_1_305?dib=eyJ2IjoiMSJ9.j2xIU45DcTZUsn6c_hBawRocVXbPZDTXTJJb6gGzyPiQZRZ-wsiGv4uTortKp9BLVYRy5v4yvCUZSWpqZ3xy-Yx26-9LBHH6cVqG2umcKuG1D-4mPH5W5qT21F1Hmjpgvu2Hjq2Ze3zpcCwfTAZ9PvTEKc8-ZEs40CJAn2Qwe6uYX4qE9R2j_GvTqOH2tBzXnQFovwWWWeLfRmzxHN6r-tMBYjhzjki0Ae3_xVC2Vi5XWksIb6TxfTMQTKHGq7qQrf7hCUHtSaNDXBvrJlSTlg.bLseglOMQ1Yq00kP4CXnlzmLgtE1q3hK-1R6Iy-r98c&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597817&sr=8-305&xpid=9wbIeO2E2wuAq,"#2733806 in Clothing, Shoes & Jewelry",#14942 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0F4LPH5T1,,,28-01-2026,26-01-2026,,553558-166,unisex-adult
ANI COMMERCE,https://www.amazon.com/sp?seller=A2R04QTOH6NY8S,ANI COMMERCE LLC,"1207 Delaware Ave, #2991, Wilmington, DE, 19806, US",Jordan,Jordan True Flight Men's Shoes,,,4.5,https://www.amazon.com/Jordan-True-Flight-White-Black/dp/B0D5FQMGC5/ref=sr_1_292?dib=eyJ2IjoiMSJ9.j2xIU45DcTZUsn6c_hBawRocVXbPZDTXTJJb6gGzyPiQZRZ-wsiGv4uTortKp9BLVYRy5v4yvCUZSWpqZ3xy-Yx26-9LBHH6cVqG2umcKuG1D-4mPH5W5qT21F1Hmjpgvu2Hjq2Ze3zpcCwfTAZ9PvTEKc8-ZEs40CJAn2Qwe6uYX4qE9R2j_GvTqOH2tBzXnQFovwWWWeLfRmzxHN6r-tMBYjhzjki0Ae3_xVC2Vi5XWksIb6TxfTMQTKHGq7qQrf7hCUHtSaNDXBvrJlSTlg.bLseglOMQ1Yq00kP4CXnlzmLgtE1q3hK-1R6Iy-r98c&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597817&sr=8-292&xpid=9wbIeO2E2wuAq,"#1355113 in Clothing, Shoes & Jewelry",#755 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0D5FQMGC5,12,B0D5FQMGC5,28-01-2026,26-01-2026,,342964140,mens
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Jordan,"Air Jordan 4 Retro OG ""White Cement"" (Preschool)",,,5,https://www.amazon.com/Jordan-Retro-White-Cement-Preschool/dp/B0FB1FMY4N/ref=sr_1_298?dib=eyJ2IjoiMSJ9.j2xIU45DcTZUsn6c_hBawRocVXbPZDTXTJJb6gGzyPiQZRZ-wsiGv4uTortKp9BLVYRy5v4yvCUZSWpqZ3xy-Yx26-9LBHH6cVqG2umcKuG1D-4mPH5W5qT21F1Hmjpgvu2Hjq2Ze3zpcCwfTAZ9PvTEKc8-ZEs40CJAn2Qwe6uYX4qE9R2j_GvTqOH2tBzXnQFovwWWWeLfRmzxHN6r-tMBYjhzjki0Ae3_xVC2Vi5XWksIb6TxfTMQTKHGq7qQrf7hCUHtSaNDXBvrJlSTlg.bLseglOMQ1Yq00kP4CXnlzmLgtE1q3hK-1R6Iy-r98c&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597817&sr=8-298&xpid=9wbIeO2E2wuAq,"#2449869 in Clothing, Shoes & Jewelry",#4665 in Boys' Sneakers,Air Jordan sneakers,1000,B0FB1FMY4N,,,28-01-2026,26-01-2026,,IB4388,unisex-child
Gold Rush Sneakers,https://www.amazon.com/sp?seller=A1LZS9MSJFKYUF,Carlos Rodriguez,"PO BOX 622062, Orlando, Florida, 32862-2062, US",Sail/Gum Light Brown/Worn Blue Jordan 4 Retro Sneaker,Sail/Gum Light Brown/Worn Blue Jordan 4 Retro Sneaker,,,4.1,https://www.amazon.com/dp/B0FN5Y2B4H,"#505397 in Clothing, Shoes & Jewelry",#3826 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0FN5Y2B4H,5.5,B0FN5Y2B4H,28-01-2026,26-01-2026,,IB6716 100,womens
SVJ Distributions,https://www.amazon.com/sp?seller=A1EXZNIPFP0FWM,Velos Distributions LLC,"26314 Cresent Cove Ln., KATY, TX, 77494, US",Nike,"W AIR JORDAN 1 MID ""PALE IVORY/LT OREWOOD BRN-HEMP-SAIL""",115.95,,5,https://www.amazon.com/dp/B0FHJ8PDHP,"#920010 in Clothing, Shoes & Jewelry",#6559 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0FHJ8PDHP,5.5,B0FHJ8PDHP,28-01-2026,26-01-2026,,BQ6472-118,Unisex Adults
Voadera,https://www.amazon.com/sp?seller=A3E9SVC4GWPUCM,EisaBooks,"11592 K-Tel Drive, Minnetonka, MN, 55343, US",Nike,"Nike Air Jordan 1 High OG Black and Gold Big Kids Shoes (Black/Sail/Metallic Gold, FD1437-071)",,,4.6,https://www.amazon.com/dp/B0D97JB921,"#402853 in Clothing, Shoes & Jewelry",#94 in Boys' Basketball Shoes,Air Jordan sneakers,1000,B0D97JB921,6 Big Kid,B0D97JB921,24-01-2026,19-01-2026,,FD1437,boys
The Most Hated Footwear Haven,https://www.amazon.com/sp?seller=A2OLAL1S1705Q5,Jesus Nungaray,"609 Woodgate st, LANCASTER, CA, 93534, US",Nike,Nike Women's Air Jordan 1 Low Sneaker,,,4.5,https://www.amazon.com/Jordan-Women-White-Black-Black-DC0774-101/dp/B0C3JZRLP6/ref=sr_1_5?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-5,,,Air Jordan sneakers,1000,B0C3JZRLP6,,,24-01-2026,19-01-2026,,,womens
DCZAPATOS,https://www.amazon.com/sp?seller=A1H8MUERXJ8VLJ,DC ZAPATOS LLC,"15123 80th Ln N, LOXAHATCHEE, FL, 33470, US","Air Jordan 1 Mid SE Men's Shoes (IB7403-224, Flax/Sesame/Coconut Milk/University Gold)","Air Jordan 1 Mid SE Men's Shoes (IB7403-224, Flax/Sesame/Coconut Milk/University Gold)",,,4,https://www.amazon.com/JORDAN-FLAX-UNIVERSITY-GOLD-SESAME-COCONUT-MILK/dp/B0F695RFMG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-19,,,Air Jordan sneakers,1000,B0F695RFMG,10,B0F695RFMG,24-01-2026,19-01-2026,,,
RETIAL SHOP,https://www.amazon.com/sp?seller=A3RN40ZUNEGH5K,XINRUI TRADING INC,"8908 MARSHALL ST APT D, ROSEMEAD, CA, 91770-1830, US",Air Jordan 1 Low Men's Shoes (Black/White/Sail/Starfish),Air Jordan 1 Low Men's Shoes (Black/White/Sail/Starfish),,,4.3,https://www.amazon.com/dp/B0FHC1938V,"#300568 in Clothing, Shoes & Jewelry",#131 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0FHC1938V,11.5,B0FHC1938V,24-01-2026,19-01-2026,,553558-081,mens
RavinBis,https://www.amazon.com/sp?seller=A28BRIEJ6GFC0D,RAVINBISECOM LLC,"615 Wingleaf CT, EDGEWOOD, MD, 21040, US",Nike,NIKE Air Jordan 1 Mid Men's Trainers Sneakers,,,5,https://www.amazon.com/dp/B0F5RZNV6B,"#354297 in Clothing, Shoes & Jewelry",#1748 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0F5RZNV6B,9.5,B0F5RZNV6B,24-01-2026,19-01-2026,,,mens
Yao's online,https://www.amazon.com/sp?seller=A2QJP54HBHZFFS,"Yaos online, LLC","35 E Horizon Ridge Pkwy, Ste 110 #3051, Henderson, NV, 89002, US","AIR JORDAN 1 MID (GS) ""BLACK/VARSITY RED-SUMMIT WHITE""","AIR JORDAN 1 MID (GS) ""BLACK/VARSITY RED-SUMMIT WHITE""",,,4.6,https://www.amazon.com/dp/B0DXHQTZGG,#103702 in Sports & Outdoors,#22 in Sports Fan Sneakers,Air Jordan sneakers,1000,B0DXHQTZGG,6.5 Big Kid,B0DXHQTZGG,24-01-2026,19-01-2026,,FZ3933 114,unisex-child
Danie'store,https://www.amazon.com/sp?seller=A3BV7B616Q6OBM,Theanide Raymond,"10854 concord rd, SEAFORD, DE, 19973, US",(Men's) Air Jordan 4 Retro 'Red Cement' 9.5M / 11W,(Men's) Air Jordan 4 Retro 'Red Cement' 9.5M / 11W,,,4.3,https://www.amazon.com/Mens-Jordan-Retro-Cement-9-5M/dp/B0CHM51DSP/ref=sr_1_37?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-37,"#620979 in Clothing, Shoes & Jewelry",#314 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0CHM51DSP,,,24-01-2026,19-01-2026,14.17 x 10.16 x 5.08 inches; 3.2 Pounds,AJ4,mens
NATURAL SHOES,https://www.amazon.com/sp?seller=A3211FPPS63ST7,"LETUSTO, INC.","23B Roland Ave., Mt Laurel, NJ, 08054, US",Nike,Nike Men's Air Jordan 1 Retro High OG Sneaker,,,4.6,https://www.amazon.com/Jordan-Retro-Yellow-DZ5485-071-Metallic/dp/B0D93W77RW/ref=sr_1_10?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-10,"#87494 in Clothing, Shoes & Jewelry",#519 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0D93W77RW,,,24-01-2026,19-01-2026,,,mens
ARS Business Enterprises,https://www.amazon.com/sp?seller=A3UR4UPTIRW9T4,ARS BUSINESS ENTERPRISES LLC,"10218 harbor inn pl, Coral Springs, Fl, 33071, US",Nike,Nike Men's Dunk Low Retro Sneaker,,,4.6,https://www.amazon.com/dp/B09VNVXCQ1,,,Air Jordan sneakers,1000,B09VNVXCQ1,7,B09VNVXCQ1,24-01-2026,19-01-2026,,,mens
ContinentalVentures,https://www.amazon.com/sp?seller=A2855ZHAXWNNHM,WCS LLC,"2555 NW NICOLAI ST, 2555 NW NICOLAI ST, portland, OR, 97210, US",Air Jordan 1 High Men’s Shoes,Air Jordan 1 High Men’s Shoes,,,4.6,https://www.amazon.com/Jordan-Mens-Air-High-Mauve/dp/B0CLZ8FCYC/ref=sr_1_41?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-41,,,Air Jordan sneakers,1000,B0CLZ8FCYC,,,24-01-2026,19-01-2026,,,
Lusso Supply,https://www.amazon.com/sp?seller=A1Q9GU93P9WCXW,Lusso Market LLC,"4001 83rd ST, KENOSHA, WI, 53142, US",Nike,Nike Men's Air Jordan 1 Mid SE Sneaker,,,4.5,https://www.amazon.com/dp/B0DLH2BR31,"#97321 in Clothing, Shoes & Jewelry",#50 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0DLH2BR31,7,B0DLH2BR31,24-01-2026,19-01-2026,,,mens
tzj distribution,https://www.amazon.com/sp?seller=A13I1DYHPNXTQO,Trending wear LLC,"2794 Three Lakes Rd SE Ste 150, STE 150, ALBANY, OR, 97322, US",Nike,Nike Men's Air Jordan 1 Mid Sneaker,,,4.6,https://www.amazon.com/dp/B0DV76DF98,"#73286 in Clothing, Shoes & Jewelry",#605 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0DV76DF98,8.5,B0DV76DF98,24-01-2026,19-01-2026,,,mens
M T clothing LTD,https://www.amazon.com/sp?seller=A1RIIAX5ON26EB,MT Clothing LTD,"8 St Andrews Rd South, Lytham St Annes, Lancashire, FY8 1SR, GB",Nike,Nike Men's Air Jordan 1 Low Shoes,,,4.5,https://www.amazon.com/dp/B0CZH9BMS7,"#194274 in Clothing, Shoes & Jewelry",#137 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0CZH9BMS7,8,B0CZH9BMS7,24-01-2026,19-01-2026,,FJ3459-160,mens
GameTime Gear,https://www.amazon.com/sp?seller=A3DHB3PBI6NNQG,Jersey Flipping,"542 BERLIN CROSS KEYS RD STE 3, SICKLERVILLE, NJ, 08081-4367, US",AIR JORDAN,"AIR JORDAN 12 RETRO (GS) ""WHITE/UNIVERSITY BLUE-METALLIC SILVER""",,,4.4,https://www.amazon.com/dp/B0F9TZ43XS,"#425458 in Clothing, Shoes & Jewelry",#1196 in Boys' Sneakers,Air Jordan sneakers,1000,B0F9TZ43XS,5 Big Kid,B0F9TZ43XS,24-01-2026,19-01-2026,,153265 112,Grade School
CanoSupplies,https://www.amazon.com/sp?seller=AQ8ERJLAX2OTY,CANOSUPPLIES,"4934 Harford Ave, BELTSVILLE, MD, 20705, US",Air Jordan 1 Low Women's Shoes (White/Cannon/Sail/Light Orewood Brown),Air Jordan 1 Low Women's Shoes (White/Cannon/Sail/Light Orewood Brown),,,4.5,https://www.amazon.com/dp/B0FMS4QF7G,"#159994 in Clothing, Shoes & Jewelry",#34 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0FMS4QF7G,5,B0FMS4QF7G,24-01-2026,19-01-2026,,DC0774-138,womens
Amazon Resale,https://www.amazon.com/b?node=10158976011,,,Nike,Nike Men's Air Jordan 1 Mid Basketball Shoes,,,4.6,https://www.amazon.com/Jordan-Boys-Black-Concord-White/dp/B0BS6TQVKY/ref=sr_1_59?dib=eyJ2IjoiMSJ9.hpTNhphA2tL6jb3gKsSuyoZc1_QBPsKVFRqT127K9pOJK8cc3dEvqrM3b26xUAsR2AuKRW-6q1QhmxbIL_JHMUMrpoIGPuA_EIHWUtYY4he9Mg_34KEUUhwGAgbKvmQVYkn1HtwRxnCPiU2jxwYB_lRaUHhm7dejdiYUT7xBOzKcXqbHBh0yWXOik16CcReC5upc459yos-EAeDJYHf23oTONCJcs_PBasY0Y-uZ4R2vpIitzf-ZWFU9RLHaYsZ78KGKVxU908cSLp_64GoJJwI81Tm9G29YXr7yjaAN9To.DunI4ZTXD57ffbshDDu9X_7vl4dqMSWmYkbmRrHin80&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197459&sr=8-59&xpid=1s_YYW3qmJhf2,"#207182 in Clothing, Shoes & Jewelry",#77 in Boys' Basketball Shoes,Air Jordan sneakers,1000,B0BS6TQVKY,,,24-01-2026,19-01-2026,,852542-007,mens
tzj distribution,https://www.amazon.com/sp?seller=A13I1DYHPNXTQO,Trending wear LLC,"2794 Three Lakes Rd SE Ste 150, STE 150, ALBANY, OR, 97322, US",Air Jordan 1 Mid White/Black-Light Smoke Grey,Air Jordan 1 Mid White/Black-Light Smoke Grey,,,4.9,https://www.amazon.com/dp/B0FHC1VDQ1,"#196993 in Clothing, Shoes & Jewelry",#887 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0FHC1VDQ1,10,B0FHC1VDQ1,24-01-2026,19-01-2026,,DQ8426-101,mens
MayaoSneakers,https://www.amazon.com/sp?seller=A1PDIJWELR6V80,Lin Ma,"4652 Evansdale Rd, Woodbridge, Virginia, 22193-2631, US","Air Jordan 1 Low Women's Shoes (DC0774-142, White/Aluminum)","Air Jordan 1 Low Women's Shoes (DC0774-142, White/Aluminum)",,,4.7,https://www.amazon.com/Jordan-Womens-Shoes-DC0774-142-Aluminum/dp/B0F692YFLH/ref=sr_1_58?dib=eyJ2IjoiMSJ9.hpTNhphA2tL6jb3gKsSuyoZc1_QBPsKVFRqT127K9pOJK8cc3dEvqrM3b26xUAsR2AuKRW-6q1QhmxbIL_JHMUMrpoIGPuA_EIHWUtYY4he9Mg_34KEUUhwGAgbKvmQVYkn1HtwRxnCPiU2jxwYB_lRaUHhm7dejdiYUT7xBOzKcXqbHBh0yWXOik16CcReC5upc459yos-EAeDJYHf23oTONCJcs_PBasY0Y-uZ4R2vpIitzf-ZWFU9RLHaYsZ78KGKVxU908cSLp_64GoJJwI81Tm9G29YXr7yjaAN9To.DunI4ZTXD57ffbshDDu9X_7vl4dqMSWmYkbmRrHin80&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197459&sr=8-58&xpid=1s_YYW3qmJhf2,"#301778 in Clothing, Shoes & Jewelry",#2308 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0F692YFLH,7.5,B0F692YFLH,24-01-2026,19-01-2026,,DC0774-142,womens
CallahanSales,https://www.amazon.com/sp?seller=A376CR0MPZ9GLQ,Jesse Callahan,"999 SPIRIT ROCK PT, HIGHLANDS RANCH, CO, 80126-8141, US","Air Jordan 1 Low SE Big Kids' Shoes (HF3188-102, White/Dark Pony/Black)","Air Jordan 1 Low SE Big Kids' Shoes (HF3188-102, White/Dark Pony/Black)",,,5,https://www.amazon.com/dp/B0DYZ2LCGM,"#379724 in Clothing, Shoes & Jewelry",#1035 in Girls' Sneakers,Air Jordan sneakers,1000,B0DYZ2LCGM,5 Big Kid,B0DYZ2LCGM,24-01-2026,19-01-2026,,HF3188-102,unisex-child
R&M Whole Sale,https://www.amazon.com/sp?seller=A3DUXIOXOAVK0K,Rany Mamiza,"1736 Poinciana Dr, El Cajon, CA, 92021, US",Nike,Nike Womens WMNS Air Jordan 1 Low,,,4,https://www.amazon.com/Nike-DV0990-111-Jordan-Woman-Womens/dp/B0C85ZRV6M/ref=sr_1_55?dib=eyJ2IjoiMSJ9.hpTNhphA2tL6jb3gKsSuyoZc1_QBPsKVFRqT127K9pOJK8cc3dEvqrM3b26xUAsR2AuKRW-6q1QhmxbIL_JHMUMrpoIGPuA_EIHWUtYY4he9Mg_34KEUUhwGAgbKvmQVYkn1HtwRxnCPiU2jxwYB_lRaUHhm7dejdiYUT7xBOzKcXqbHBh0yWXOik16CcReC5upc459yos-EAeDJYHf23oTONCJcs_PBasY0Y-uZ4R2vpIitzf-ZWFU9RLHaYsZ78KGKVxU908cSLp_64GoJJwI81Tm9G29YXr7yjaAN9To.DunI4ZTXD57ffbshDDu9X_7vl4dqMSWmYkbmRrHin80&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197459&sr=8-55&xpid=1s_YYW3qmJhf2,"#782568 in Clothing, Shoes & Jewelry",#5680 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0C85ZRV6M,7,B0C85ZRV6M,24-01-2026,19-01-2026,,DV0990-111,womens
Sole_Secret,https://www.amazon.com/sp?seller=A9QLM40YZ1BOZ,Sheue Wah Low,"200 Hull Ave, STATEN ISLAND, NY, 10306, US",Jordan,Jordan Men's 1 Retro High OG Artisanal Red White/Team Red (DZ5485 160) - 11.5,,,5,https://www.amazon.com/Jordan-Retro-Artisanal-White-DZ5485/dp/B0D2VDMQ18/ref=sr_1_74?dib=eyJ2IjoiMSJ9.hpTNhphA2tL6jb3gKsSuyoZc1_QBPsKVFRqT127K9pOJK8cc3dEvqrM3b26xUAsR2AuKRW-6q1QhmxbIL_JHMUMrpoIGPuA_EIHWUtYY4he9Mg_34KEUUhwGAgbKvmQVYkn1HtwRxnCPiU2jxwYB_lRaUHhm7dejdiYUT7xBOzKcXqbHBh0yWXOik16CcReC5upc459yos-EAeDJYHf23oTONCJcs_PBasY0Y-uZ4R2vpIitzf-ZWFU9RLHaYsZ78KGKVxU908cSLp_64GoJJwI81Tm9G29YXr7yjaAN9To.DunI4ZTXD57ffbshDDu9X_7vl4dqMSWmYkbmRrHin80&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197459&sr=8-74&xpid=1s_YYW3qmJhf2,"#1037619 in Clothing, Shoes & Jewelry",#5688 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0D2VDMQ18,,,24-01-2026,19-01-2026,,DZ5485-160,mens
R&M Whole Sale,https://www.amazon.com/sp?seller=A3DUXIOXOAVK0K,Rany Mamiza,"1736 Poinciana Dr, El Cajon, CA, 92021, US",AIR JORDAN,"Air Jordan 1 Mid SE Big Kids' Shoes (FZ3938-001, Black/Metallic Silver/Sail/Metallic Gold)",,,4.7,https://www.amazon.com/dp/B0DR6FF7B8,#192106 in Sports & Outdoors,#75 in Sports Fan Sneakers,Air Jordan sneakers,1000,B0DR6FF7B8,5 Big Kid,B0DR6FF7B8,24-01-2026,19-01-2026,,FZ3938-001,boys
Bluehigh,https://www.amazon.com/sp?seller=A2AZZUXGDD6E4T,Borman LLC,"6909 NW 82 AVE, MIAMI, FL, 33166, US",Nike,Nike Women's Air Jordan 1 Mid Sneaker,,,4.6,https://www.amazon.com/Nike-Womens-Modern-Sail-White/dp/B0CR5VMK4W/ref=sr_1_47?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJA8hFyVdSXWm71a8wsjQj3k-lIKMJDw5-ZbhByR7nn-mgHVlJhx-SCkBRHXn-JUFqhuixXlUuGJI6DSkzGm6acgRMskekpG8N7M8Siw_1WvrbVFOOVLh34jjc9ruCLaDsXXlj6FPuGIXUz3JGcN6ryi4V4Fh5dNuu4Qj048MZtlTC5UhZ0DKmi8ZtvXvn0CQwRqPoR4w-ltDM6n_TA5JWdiFYb_0FJZ5U_6ABaGs7mU-7J7v7TYIk0kfX3pNnwoZ6YTTT6zyvByOYhjooHv_AR6U.JUH3NrRjr-9A_DJq3r0yYreIVUYyJsMVJ6n75dPzhE8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197448&sr=8-47,"#141567 in Clothing, Shoes & Jewelry",#44 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0CR5VMK4W,,,24-01-2026,19-01-2026,,,womens
XOE COMPANY,https://www.amazon.com/sp?seller=A3VMPVRQCOSTU3,XOE INC,"144 Simonson Rd, Mineola, NY, 11501, US",Nike,Nike Kid's Air Jordan 1 Low Sneaker,,,4.7,https://www.amazon.com/dp/B0DSWMSNZZ,#72229 in Sports & Outdoors,#16 in Sports Fan Sneakers,Air Jordan sneakers,1000,B0DSWMSNZZ,5.5 Big Kid,B0DSWMSNZZ,24-01-2026,19-01-2026,,,boys
Sole_Secret,https://www.amazon.com/sp?seller=A9QLM40YZ1BOZ,Sheue Wah Low,"200 Hull Ave, STATEN ISLAND, NY, 10306, US","Air Jordan 1 Mid Big Kids' Shoes (DQ8423-608, Pink Foam/Fire Red/White)","Air Jordan 1 Mid Big Kids' Shoes (DQ8423-608, Pink Foam/Fire Red/White)",,,4.9,https://www.amazon.com/dp/B0DTS9LDBG,"#453124 in Clothing, Shoes & Jewelry",#113 in Boys' Basketball Shoes,Air Jordan sneakers,1000,B0DTS9LDBG,4 Big Kid,B0DTS9LDBG,24-01-2026,19-01-2026,,DQ8423-608,unisex-child
