Seller,Seller URL,Business Name,Business Address,Brand,Product Name,Price (USD),Number of Ratings,Customer Rating,product url,Best Sellers Rank,Category Rank,Search input,Total Results,ASIN,Selected Size,Selected Size ASIN,Date Scraped,Week Scraped,Package Dimensions,Item model number,Department
TSoles,https://www.amazon.com/sp?seller=A1K5H363XWWNV2,Stephen Paul Duemler,"826 e desert trumpet road, PHOENIX, AZ, 85048, US",,"Air Jordan 1 Mid Men's Shoes (DQ8426-067, Black/Summit White/Varsity Red) Size 13",,,,https://www.amazon.com/dp/B0DV7JQ137,"#660341 in Clothing, Shoes & Jewelry",#3475 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0DV7JQ137,,,28-01-2026,26-01-2026,,DQ8426-067,mens
All The Skus,https://www.amazon.com/sp?seller=A161TPFF1YFXLA,ATS Distribution,"29500 US-27 S, DUNDEE, FL, 33838, US",,"Air Jordan 1 Mid SE Men's Shoes (HV0789-010, Black/White/Metallic Gold/Metallic Silver) Size 13",,,,https://www.amazon.com/dp/B0DNNS66NQ,"#574044 in Clothing, Shoes & Jewelry",#2968 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0DNNS66NQ,,,28-01-2026,26-01-2026,,HV0789-010,mens
All The Skus,https://www.amazon.com/sp?seller=A161TPFF1YFXLA,ATS Distribution,"29500 US-27 S, DUNDEE, FL, 33838, US",Air Jordan 1 Low Men's Shoes (Black/White/Sail/Starfish),Air Jordan 1 Low Men's Shoes (Black/White/Sail/Starfish),,,4.3,https://www.amazon.com/dp/B0FHC3YB5X,"#205340 in Clothing, Shoes & Jewelry",#78 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0FHC3YB5X,7,B0FHC3YB5X,28-01-2026,26-01-2026,,553558-081,mens
Bless your Heartz,https://www.amazon.com/sp?seller=A1CJ474UQHDSKP,Sunshine Sportswear LLC,"8815 CONROY WINDERMERE RD # 133, #133, Orlando, Florida, 32835-3129, US",Nike,Nike Women's WMNS Air Jordan 1 Low Sneaker,,,4.3,https://www.amazon.com/Jordan-Womens-Shoes-DV0990-111-White-White/dp/B0C85S5Q2P/ref=sr_1_5?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-5,"#209563 in Clothing, Shoes & Jewelry",#37 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0C85S5Q2P,8,B0C85S5Q2P,28-01-2026,26-01-2026,,DV0990-111,womens
TSoles,https://www.amazon.com/sp?seller=A1K5H363XWWNV2,Stephen Paul Duemler,"826 e desert trumpet road, PHOENIX, AZ, 85048, US",JORDAN AIR JORDAN 12 RETRO WHITE AND UNIVERSITY BLUE,JORDAN AIR JORDAN 12 RETRO WHITE AND UNIVERSITY BLUE,,,4.8,https://www.amazon.com/dp/B0F9TX6ZHT,"#272086 in Clothing, Shoes & Jewelry",#112 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0F9TX6ZHT,9,B0F9TX6ZHT,28-01-2026,26-01-2026,,CT8013 112,unisex-child
ContinentalVentures,https://www.amazon.com/sp?seller=A2855ZHAXWNNHM,WCS LLC,"2555 NW NICOLAI ST, 2555 NW NICOLAI ST, portland, OR, 97210, US",Nike,Nike Men's Air Jordan 1 Retro High OG Sneaker,,,4.6,https://www.amazon.com/Jordan-Retro-Shoes-Size-12-White-White/dp/B0CTMLDR1P/ref=sr_1_21?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-21,"#111748 in Clothing, Shoes & Jewelry",#44 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0CTMLDR1P,,,28-01-2026,26-01-2026,,,mens
"Quality Shop, LLC",https://www.amazon.com/sp?seller=A36SNRHNJD3Z6X,QUALITY SHOP LLC,"1360 UNION HILL RD, STE 10E, ALPHARETTA, GA, 30004, US",,Nike Mens Kd Trey 5 ViiiBasketball Shoes,,,,https://www.amazon.com/dp/B07SMT17SJ,"#289676 in Clothing, Shoes & Jewelry",#137 in Men's Basketball Shoes,Air Jordan sneakers,1000,B07SMT17SJ,9.5,B07SMT17SJ,28-01-2026,26-01-2026,,CK2090-003,mens
east fashion inc,https://www.amazon.com/sp?seller=A2MUST8Q0IX270,East Fashion USA INC,"1843 CENTRAL AVE, 168, ALBANY, NY, 12205, US",Women's Air Jordan 1 Mid SE White/Worn Blue-Sail-Gum Light Brown,Women's Air Jordan 1 Mid SE White/Worn Blue-Sail-Gum Light Brown,,,5,https://www.amazon.com/dp/B0FHJCQCL8,"#205216 in Clothing, Shoes & Jewelry",#1687 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0FHJCQCL8,6,B0FHJCQCL8,28-01-2026,26-01-2026,,HQ2005-100,Unisex Adults
All The Skus,https://www.amazon.com/sp?seller=A161TPFF1YFXLA,ATS Distribution,"29500 US-27 S, DUNDEE, FL, 33838, US",AIR JORDAN,Air Jordan 1 Kids Mid SE Shoes,,,4.5,https://www.amazon.com/Jordan-Shoes-FQ8088-002-Neutral-Smoke/dp/B0DH5ZTPKX/ref=sr_1_27?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-27,#132735 in Sports & Outdoors,#26 in Sports Fan Sneakers,Air Jordan sneakers,1000,B0DH5ZTPKX,5.5 Big Kid,B0DH5ZTPKX,28-01-2026,26-01-2026,,,unisex-child
e_Lifestyle,https://www.amazon.com/sp?seller=A3U8RQLBZU4YC4,Chae Rhie,"67 GREAT POND RD, STE 350, SOUTH GLASTONBURY, CT, 06073, US",Air Jordan 1 Mid White/Black-Light Smoke Grey,Air Jordan 1 Mid White/Black-Light Smoke Grey,,,4.9,https://www.amazon.com/dp/B0FHC2HWTR,"#245128 in Clothing, Shoes & Jewelry",#1136 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0FHC2HWTR,9.5,B0FHC2HWTR,28-01-2026,26-01-2026,,DQ8426-101,mens
Sole_Secret,https://www.amazon.com/sp?seller=A9QLM40YZ1BOZ,Sheue Wah Low,"200 Hull Ave, STATEN ISLAND, NY, 10306, US","Air Jordan 1 Low Big Kids' Shoes (553560-661, Pink Foam/Summit White/Hyper Pink)","Air Jordan 1 Low Big Kids' Shoes (553560-661, Pink Foam/Summit White/Hyper Pink)",,,5,https://www.amazon.com/dp/B0F38PWRLV,"#392682 in Clothing, Shoes & Jewelry",#938 in Girls' Sneakers,Air Jordan sneakers,1000,B0F38PWRLV,5 Big Kid,B0F38PWRLV,28-01-2026,26-01-2026,,553560-661,girls
ContinentalVentures,https://www.amazon.com/sp?seller=A2855ZHAXWNNHM,WCS LLC,"2555 NW NICOLAI ST, 2555 NW NICOLAI ST, portland, OR, 97210, US",Jordan,Jordan Women's Air 1 High Retro OG 'Satin Shadow' - (FD4810 010),,,4.4,https://www.amazon.com/Jordan-Womens-Retro-Satin-Shadow/dp/B0DJTHZB95/ref=sr_1_8?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-8,"#232384 in Clothing, Shoes & Jewelry",#38 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0DJTHZB95,8,B0DJTHZB95,28-01-2026,26-01-2026,,FD4810 010,womens
AMMESTORE,https://www.amazon.com/sp?seller=A3L3FAI7D29B2R,AMME STORE LLC,"11957 Satire St, Orlando, FL, 32832, USA, ORLANDO, FL, 32832-5164, US",Air Jordan Stay Loyal,Air Jordan Stay Loyal,,,4.3,https://www.amazon.com/dp/B0FMFVNXFH,"#96470 in Clothing, Shoes & Jewelry",#956 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0FMFVNXFH,7,B0FMFVNXFH,28-01-2026,26-01-2026,9 x 8 x 1 inches; 12.8 ounces,DQ8400001,mens
Time for Deals,https://www.amazon.com/sp?seller=A27ID6XD9I40WB,"Enego, Inc","1152 Lake Baldwin Ln, Orlando, Florida, 32814, US",Nike,Nike Men's Air Jordan 1 Low Sneaker,,,4.7,https://www.amazon.com/dp/B0DS6JY2SR,"#39129 in Clothing, Shoes & Jewelry",#403 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0DS6JY2SR,8.5,B0DS6JY2SR,28-01-2026,26-01-2026,,,mens
OGfashion,https://www.amazon.com/sp?seller=AMIIG5GO6V91D,Mihail Petkov Valchkovski,"33550 Tidal Way, Unit 108, Lewes, DE, 19958, US","Air Jordan 4 RM Men's Shoes (FQ7939-004, Black/White)","Air Jordan 4 RM Men's Shoes (FQ7939-004, Black/White)",,,4.6,https://www.amazon.com/dp/B0F3DFJGZ6,"#46482 in Clothing, Shoes & Jewelry",#195 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0F3DFJGZ6,7.5,B0F3DFJGZ6,28-01-2026,26-01-2026,,FQ7939-002,mens
ARS Business Enterprises,https://www.amazon.com/sp?seller=A3UR4UPTIRW9T4,ARS BUSINESS ENTERPRISES LLC,"10218 harbor inn pl, Coral Springs, Fl, 33071, US",Nike,Nike Men's Dunk Low Retro Sneaker,,,4.6,https://www.amazon.com/dp/B09VP7Q4PZ,,,Air Jordan sneakers,1000,B09VP7Q4PZ,7.5,B09VP7Q4PZ,28-01-2026,26-01-2026,,,mens
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Nike,"Nike Mens Air Jordan 4 Retro Running, SUMMIT WHITE/FIRE RED-CEMENT GREY-BLACK, 8 UK (9 US)",,,5,https://www.amazon.com/Nike-Jordan-Running-RED-CEMENT-GREY-BLACK/dp/B0F9FS8VWK/ref=sr_1_14?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-14,"#412506 in Clothing, Shoes & Jewelry",#186 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0F9FS8VWK,,,28-01-2026,26-01-2026,,FV5029-100,mens
AZ Summer All Year Long,https://www.amazon.com/sp?seller=A1UKF60A19RLMY,Contessa Concepts,"3522 E. Contessa Circle, MESA, AZ, 85213, US",Jordan,"Jordan Air Zoom Separate, Men's Basketball Shoes",,,4,https://www.amazon.com/dp/B0F9LQJN8M,"#207150 in Clothing, Shoes & Jewelry",#73 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0F9LQJN8M,7,B0F9LQJN8M,28-01-2026,26-01-2026,,DH0249,mens
Lobo Solutions LLC,https://www.amazon.com/sp?seller=A1PAJNV0OKXO61,Alex Lucas Cardenas,"4544 SWITCHBACK ST, NORTH LAS VEGAS, NV, 89031, US",Nike,Nike Kid's Air Jordan 1 Mid Sneaker,,,4.6,https://www.amazon.com/Jordan-Shoes-DQ8423-132-White-Black-White-Black/dp/B0CVS9KC6F/ref=sr_1_11?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-11,"#65008 in Clothing, Shoes & Jewelry",#13 in Boys' Basketball Shoes,Air Jordan sneakers,1000,B0CVS9KC6F,,,28-01-2026,26-01-2026,,,boys
Vanjo Market,https://www.amazon.com/sp?seller=A1KUR3D5WXECI5,Rey Vanjo Pablico Pamuspusan,"1050 Wellness Place, apt 1333, Henderson, NV, 89011, US",Nike,Nike Air Jordan 1 Low M shoes 553558-043,,,5,https://www.amazon.com/BLACK-SUMMIT-WHITE-Air-Jordan/dp/B0DRWJJ21H/ref=sr_1_35?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-35,"#787470 in Clothing, Shoes & Jewelry",#415 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0DRWJJ21H,,,28-01-2026,26-01-2026,,,unisex-adult
Stadium Goods,https://www.amazon.com/sp?seller=AFW7WNX55N5K4,Stadium Enterprises LLC,"545 Fifth Avenue, Suite 602, NEW YORK, NY, 10017, US",Nike,Nike Men's Air Jordan 1 Low SE Sneaker,,,4.7,https://www.amazon.com/dp/B0DYZ1HGDM,"#41795 in Clothing, Shoes & Jewelry",#280 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0DYZ1HGDM,8,B0DYZ1HGDM,28-01-2026,26-01-2026,,,mens
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",Retro High OG Air Jordan 1,Retro High OG Air Jordan 1,,,5,https://www.amazon.com/Retro-High-OG-Air-Jordan/dp/B0FB119G28/ref=sr_1_28?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-28,"#924262 in Clothing, Shoes & Jewelry",#2101 in Boys' Sneakers,Air Jordan sneakers,1000,B0FB119G28,,,28-01-2026,26-01-2026,10.43 x 7.95 x 4.25 inches; 1.2 Pounds,FD1412100,unisex-child
Kix n Gigglez,https://www.amazon.com/sp?seller=AHW7RB44GV5NS,ZILINSKI LLC,"7001 anpesil dr, g5b, north bergen, NJ, 07047, US",,"AIR JORDAN 12 RETRO (GS) ""WHITE/UNIVERSITY BLUE-METALLIC SILVER""",,,,https://www.amazon.com/dp/B0F9TXSLMQ,,,Air Jordan sneakers,1000,B0F9TXSLMQ,,,28-01-2026,26-01-2026,,,
Time for Deals,https://www.amazon.com/sp?seller=A27ID6XD9I40WB,"Enego, Inc","1152 Lake Baldwin Ln, Orlando, Florida, 32814, US",Nike,Nike Women's Air Jordan 1 Low Sneaker,,,4.5,https://www.amazon.com/Jordan-Womens-WMNS-DC0774-White/dp/B09BK6CQNV/ref=sr_1_13?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-13,,,Air Jordan sneakers,1000,B09BK6CQNV,,,28-01-2026,26-01-2026,,,womens
Mendiola Distribution,https://www.amazon.com/sp?seller=A2S1K0HLOSEZ4A,Adrian Mendiola,"2211 N. Keystone, Chicago, Illinois, 60639, US",Air Jordan 1 Low Women's Shoes (White/Cannon/Sail/Light Orewood Brown),Air Jordan 1 Low Women's Shoes (White/Cannon/Sail/Light Orewood Brown),,,4.5,https://www.amazon.com/dp/B0FMS1ZYP4,"#178600 in Clothing, Shoes & Jewelry",#35 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0FMS1ZYP4,6,B0FMS1ZYP4,28-01-2026,26-01-2026,,DC0774-138,womens
,,,,Nike,Nike,,,4.5,https://www.amazon.com/Nike-Basketball-Trainers-AR3762-Sneakers/dp/B07YQJ3621/ref=sr_1_10?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-10,"#31633 in Clothing, Shoes & Jewelry","#31633 in Clothing, Shoes & Jewelry (See Top 100 in Clothing, Shoes & Jewelry)",Air Jordan sneakers,1000,B07YQJ3621,,,28-01-2026,26-01-2026,12.36 x 8.74 x 4.57 inches,,
Amazin Group,https://www.amazon.com/sp?seller=AWJMXP5IJRVY4,SNEAKERARENA LLC,"10921 66TH Street, KENOSHA, WI, 53142, US","AIR JORDAN 1 MID (GS) ""WHITE/DEEP ROYAL BLUE-UNIVERSITY RED""","AIR JORDAN 1 MID (GS) ""WHITE/DEEP ROYAL BLUE-UNIVERSITY RED""",,,4.9,https://www.amazon.com/AIR-JORDAN-WHITE-BLACK-RUST-PINK/dp/B0DYZ28NN1/ref=sr_1_22?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-22,#50539 in Sports & Outdoors,#9 in Sports Fan Sneakers,Air Jordan sneakers,1000,B0DYZ28NN1,4 Big Kid,B0DYZ28NN1,28-01-2026,26-01-2026,,DQ8423-100,womens
A1 Soles,https://www.amazon.com/sp?seller=A35JG6GWA92HP0,A1 Soles LLC,"153 VILLAVISTA CT, Davenport, FL, 33896-8638, US",Jordan Air 3 Retro 'Pure Money' (White),Jordan Air 3 Retro 'Pure Money' (White),,,4.6,https://www.amazon.com/dp/B0FHC2CTH3,"#192960 in Clothing, Shoes & Jewelry",#850 in Men's Fashion Sneakers,Air Jordan sneakers,1000,B0FHC2CTH3,10.5,B0FHC2CTH3,28-01-2026,26-01-2026,,CT8532-111,mens
DCZAPATOS,https://www.amazon.com/sp?seller=A1H8MUERXJ8VLJ,DC ZAPATOS LLC,"15123 80th Ln N, LOXAHATCHEE, FL, 33470, US",Nike,Nike Women's Air Jordan 1 Low SE Sneaker,,,4.1,https://www.amazon.com/dp/B0DWYB9ZJF,"#332835 in Clothing, Shoes & Jewelry",#3197 in Women's Fashion Sneakers,Air Jordan sneakers,1000,B0DWYB9ZJF,7,B0DWYB9ZJF,28-01-2026,26-01-2026,,,womens
R&M Whole Sale,https://www.amazon.com/sp?seller=A3DUXIOXOAVK0K,Rany Mamiza,"1736 Poinciana Dr, El Cajon, CA, 92021, US",Nike,Nike Men's Air Jordan 1 Mid Sneaker,,,4.6,https://www.amazon.com/dp/B08BY126PW,"#65734 in Clothing, Shoes & Jewelry",#31 in Men's Basketball Shoes,Air Jordan sneakers,1000,B08BY126PW,7,B08BY126PW,28-01-2026,26-01-2026,,,mens
The Act of Living,https://www.amazon.com/sp?seller=A2B55N6MUL7UR1,Coghlan Family Enterprises LLC,"6 Sleepy Cove St., San Antonio, TX, 78230, US",Jordan,Jordan Air 1 Mid Mens Shoes,,,4.5,https://www.amazon.com/dp/B0BMDNVNGR,"#578234 in Clothing, Shoes & Jewelry",#295 in Men's Basketball Shoes,Air Jordan sneakers,1000,B0BMDNVNGR,9.5,B0BMDNVNGR,28-01-2026,26-01-2026,,554724-136,mens
Voadera,https://www.amazon.com/sp?seller=A3E9SVC4GWPUCM,EisaBooks,"11592 K-Tel Drive, Minnetonka, MN, 55343, US","Women's Air Jordan 1 Mid 'Panda' (White, Black)","Women's Air Jordan 1 Mid 'Panda' (White, Black)",,,4.7,https://www.amazon.com/Jordan-Women-White-Black-Panda-DV0991-101/dp/B0C95BQMT2/ref=sr_1_48?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-48,"#1140679 in Clothing, Shoes & Jewelry",#227 in Women's Basketball Shoes,Air Jordan sneakers,1000,B0C95BQMT2,,,28-01-2026,26-01-2026,,DV0991 101,womens
Voadera,https://www.amazon.com/sp?seller=A3E9SVC4GWPUCM,EisaBooks,"11592 K-Tel Drive, Minnetonka, MN, 55343, US",Nike,Nike Men's Jordan Max Aura 2 Basketball Shoe,,,4.6,https://www.amazon.com/Jordan-Aura-Mens-Basketball-Ck6636-006/dp/B08FBMT8X9/ref=sr_1_6?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-6,"#25961 in Clothing, Shoes & Jewelry",#8 in Men's Basketball Shoes,Air Jordan sneakers,1000,B08FBMT8X9,,,28-01-2026,26-01-2026,14 x 9 x 5 inches; 3 Pounds,CK6636,Men’s
