platform,normalized_category,normalized_Brand,product_family,normalized_sku,raw_sku,product_title,clean_price_usd,normalized_condition,product_url,demo_priority_score,demo_eligible,platform_rank
ebay,Sneakers,Jordan,Air Jordan 4,DH6927-061,DH6927-061,Nike Air Jordan 4 Retro Mid Infrared Jordan 4 Retro Men's DH6927-061,261,New,https://www.ebay.com/itm/375725088132,10.008,True,1
amazon,Sneakers,Jordan,Air Jordan 4,AQ9129-103,AQ9129-103,Nike Women's Air Jordan 4 Shoes,282,New,https://www.amazon.com/dp/B0F9FSF6XG,10,True,1
ebay,Sneakers,Jordan,Air Jordan 4,AQ9129-103,AQ9129-103,Size 4 - Nike Air Jordan 4 Retro Seafoam AQ9129-103,159.99,New,https://www.ebay.com/itm/317727313155,10,True,1
amazon,Sneakers,Jordan,Air Jordan 4,DH6927-061,DH6927-061,Jordan 4 Retro Infrared,309,New,https://www.amazon.com/Jordan-Mens-Retro-DH6927-Infrared/dp/B0B52FP1MT/ref=sr_1_191?dib=eyJ2IjoiMSJ9.hpoQ8Z3_yJ75k0BSlNpppuWOq0z6iQEgHfkFE4TDDyWK6Ai7_drbmXx9Vonxoqv2HMTMqYFD5c8Hc-J2z8y0ENNnithCVCy5ThjzY6zgECl7HmuP3RhBeRnF575JI6OQImdzK5DjG6UBO3_FETDzvb_6jm9QQSUOTcqDyqy1z2S1FucseSF16csgZ9vCTGLy1yQdA4betNKTQm7F66cLzWp9sqpm5a3u3utMvv2pgSnm47IAYSg_-S6DLcZgKO6cDSOJuKA-ifa6zkl9zN7gqG0kkA0M19JWRJ7BRjZZctQ.dWxCt-F6olv8xgkMGZ3tZ7RX6zARm2EdKfU-sYLKPjI&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197484&sr=8-191&xpid=1s_YYW3qmJhf2,10,True,1
ebay,Sneakers,Jordan,Air Jordan 4,DH6927-061,DH6927-061,Air Jordan 4 Retro Infrared 2022 - Mens Size 10 DH6927-061 Used With Box,125,Used - Good,https://www.ebay.com/itm/136972798712,10,True,3
amazon,Sneakers,Jordan,Air Jordan 4,HV0823-003,HV0823-003,"Air Jordan 4 Retro ""Seafoam Sail""",193,New,https://www.amazon.com/Air-Jordan-4-Retro-Seafoam/dp/B0F22H5KVB/ref=sr_1_163?dib=eyJ2IjoiMSJ9.dW7uN_-uqVtG34xNnTWLmPgaGdTF5XGbZDxrwYJb4rY2XeGdAWt_9X5_hPBUPz0FZQXLaz4HO6Q7uc5sujHjke-XEqO55fdWxlEZdl90kluS-3PdkjFj57IfmqBJIiN6W_ozMZcc8-027xpkNqLxtZGw79oOp8peOW7YTl0QbKbB2Z86ARQE1DY5bBlc6wB361fVvUwotIgwdBGQNlgNrPQ0TQnOltpLnBO2c5yxgppNuxQeh2DRV6e_ciSNg4_OEmfO0Dnrr6pjK146Odq7SgKh_AcweO05XE3blj6Rf7E.oH-YA9Od4z0-58RwPXCbk2lCJr8kw8_-_zSTq3V45Hk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303139&sr=8-163&xpid=VT6rjyCaKyjMi,10,True,2
ebay,Sneakers,Jordan,Air Jordan 4,HV0823-003,HV0823-003,"Air Jordan 4 Retro Abundance Seafoam HV0823-003 para mujer talla 12- para hombre talla 10,5",119.95,New - No Box,https://www.ebay.com/itm/168072944799,10,True,1
amazon,Sneakers,Jordan,Air Jordan 4,IB4171-003,IB4171-003,Air Jordan 4 Retro OG Big Kids' Shoes Black/Fire Red-Deep Royal Blue,216,New,https://www.amazon.com/Jordan-Retro-Shoes-Black-Red-Deep/dp/B0FHJCQCL5/ref=sr_1_181?dib=eyJ2IjoiMSJ9.7nTRrGcdFRm2sl9FKD2FqZgJZndSEJL24m5jsDyYNj2mtFIW_gmswitC5_J_Bc9MDjM0N40IDN4a4hQn6J5brvOIkbdInrtGkwFiZOC1A3UXnyTv5wX6vT6D-o1FH2oW9DGA47Rt5Al28vzqRefL9AxUa4vQwdcqgvrklmdVttbrVdJ6tm1NYQBaYvKxsVb2RSqjN1G_UXOaYWv1Qc4syHClc5BcGLaE9lO0eCqT33OXY7C8avgKW58lI_9qQYX6NbKl2IguWu-VXD9Nrnsq4_Ibq_lN6lLNmCvMm2EMrvQ.vqeb_GL_XmEfDiTj8ydxNjhZK5hgtQvfGWMe9NoYXR8&dib_tag=se&keywords=Jordan+sneakers&qid=1768304250&sr=8-181&xpid=r9i7FXe0lZNKX,10,True,1
ebay,Sneakers,Jordan,Air Jordan 5,IM7592-130,IM7592-130,Nike Air Jordan 5 Retro Luminous Green Women's Cream Sports Sneaker IM7592-130,137.75,New,https://www.ebay.com/itm/127476848820,10.004,True,1
amazon,Sneakers,Jordan,Air Jordan 5,IM7592-130,IM7592-130,Women's Air Jordan 5 Retro 'Luminous Green',179.95,New,https://www.amazon.com/dp/B0FVBMQ5BX,10,True,2
ebay,Sneakers,Jordan,Air Jordan 6,322992-062,322992-062,Jordan 6 RINGS Men's Multi Size Black /Varsity Red-White 322992-062 Fast Ship,120,New - No Box,https://www.ebay.com/itm/187480800708,10.076,True,1
ebay,Sneakers,Jordan,Air Jordan 6,322992-062,322992-062,JORDAN 6 RINGS Black Varsity Red White Men Size 8-13 Athletic Shoes 322992-062,99.95,New,https://www.ebay.com/itm/177516733708,10.02,True,2
ebay,Sneakers,Jordan,Air Jordan 6,322992-164,322992-164,[322992-164] MENS AIR JORDAN 6 RINGS 'CHICAGO BULLS',159.99,New,https://www.ebay.com/itm/297587882925,10.02,True,1
ebay,Sneakers,Jordan,Air Jordan 6,322992-062,322992-062,Nike Air Jordan 6 Rings Black Red Basketball Men's Shoes Sneakers 322992-062,170.99,New,https://www.ebay.com/itm/167462270446,10.016,True,3
amazon,Sneakers,Jordan,Air Jordan 6,322992-062,322992-062,Jordan 6 Rings,168.62,New,https://www.amazon.com/dp/B07QB9PKG8,10,True,1
amazon,Sneakers,Jordan,Air Jordan 6,322992-164,322992-164,Jordan 6 Rings (White/Black-Varsity Red),189.9,New,https://www.amazon.com/dp/B0DTRQQ9KZ,10,True,2
ebay,Sneakers,Nike,Nike Air Force 1,CW2288-111,CW2288-111,Nike Air Force 1 '07 White CW2288-111,100,New,https://www.ebay.com/itm/204274447782,12.7839999999999,True,1
ebay,Sneakers,Nike,Nike Air Force 1,CW2288-111,CW2288-111,Nike Air Force 1 Low White '07 Mens White Sports Sneaker CW2288-111,118.75,New,https://www.ebay.com/itm/127139032064,10.92,True,2
ebay,Sneakers,Nike,Nike Air Force 1,FJ4146-002,FJ4146-002,Nike Air Force 1 Low '07 LV8 Vamps FJ4146-002 - Men Sizing - Brand NEW,124.99,New,https://www.ebay.com/itm/267359425494,10.852,True,1
ebay,Sneakers,Nike,Nike Air Force 1,CW2288-111,CW2288-111,Nike Air Force 1 Low Triple White Sneakers Retro OG CW2288-111 Mens Size,89.99,New,https://www.ebay.com/itm/397257297255,10.048,True,3
ebay,Sneakers,Nike,Nike Air Force 1,FJ4146-002,FJ4146-002,Nike Air Force 1 Low '07 LV8 Vamps Black Red Sneakers FJ4146-002 Mens Size NEW,125.97,New,https://www.ebay.com/itm/317127607833,10.028,True,2
amazon,Sneakers,Nike,Nike Air Force 1,CW2288-111,CW2288-111,Nike Air Force 1 Men's Sneakers,150.81,New,https://www.amazon.com/Nike-Mens-Force-Basketball-Shoes/dp/B08QBFSPS6/ref=sr_1_31?dib=eyJ2IjoiMSJ9.lV5rIamrryZHhjQoeXa5NoOZcwSuOdpcLlbrpL0xGoPi4wDlNGzGJDIJk-tx1FjPn-ie_mt2uX9Ibr0Qt5aFEV06rJDwYzKJRhS-CNHRGll5xDU2bH00O4dkg0FXXsquAWC4ADCU1ITDE_mm_ZGJr50QyppD2rB7rMUzVNUapGgExeaYkGgTg_QZClrlYdNbCtzXPk5leLQjJubCK9R01YJby36wPQC9TmRj1scxkOP7oW09L9nLIqn-acV7aAmBSMNhMJ9DNhq2sNoaw1ifCNtWdFlcjfxRGisxpSQcmMU.36DZxmPrlin-s3oSvre-bvoY4LDQm5uoUTQwkmHRX4c&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597670&sr=8-31,10,True,1
amazon,Sneakers,Nike,Nike Air Force 1,FJ4146-002,FJ4146-002,Nike Air Force 1 '07 Unisex Shoes,150.5,New,https://www.amazon.com/dp/B0DLGXPZH9,10,True,1
