platform,source_category,Category,normalized_Brand,product_family,Product Name,product_title,Price (USD),Price (USD),price_valid,raw_condition,normalized_condition,raw_sku,Normalized SKU,Total Items Sold (Product),Location of Product,Seller Name,Product URL,Positive Review Percentage % (seller),Number of Reviews (seller),demo_priority_flag,demo_priority_score,demo_eligible,Brand,Product Name,Condition,Location
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid SE White Blue Grey Black Sail FQ7831-142 Men's Multi Size NEW,Air Jordan 1 Mid SE White Blue Grey Black Sail FQ7831-142 Men's Multi Size NEW,100.22,100.22,True,New with box,New,FQ7831-142,FQ7831-142,110,Naples,Duck Walk Sneakers,https://www.ebay.com/itm/266718511598,100,17135,1,10.44,True,Jordan,Air Jordan 1 Mid Se White Blue Grey Black Sail Fq7831-142 Men'S Multi Size New,New / Unworn,Naples
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 4,Air Jordan 4 Retro Grade School Pizza IH2094-200 Youth Size,Air Jordan 4 Retro Grade School Pizza IH2094-200 Youth Size,150,150,True,New with box,New,IH2094-200,IH2094-200,22,Westville,swaxbox,https://www.ebay.com/itm/205653445270,100,31141,1,10.088,True,Jordan,Air Jordan 4 Retro Grade School Pizza Ih2094-200 Youth Size,New / Unworn,Westville
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro Low OG Neutral Grey Metallic Silver CZ0790-002 Men's NBY,Nike Air Jordan 1 Retro Low OG Neutral Grey Metallic Silver CZ0790-002 Men's NBY,100,100,True,New with box,New,CZ0790-002,CZ0790-002,19,Austin,UNIQO SOLE,https://www.ebay.com/itm/276912074625,99.3,31948,1,10.076,True,Jordan,Nike Air Jordan 1 Retro Low Og Neutral Grey Metallic Silver Cz0790-002 Men'S Nby,New / Unworn,Austin
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Low Reverse Bred Men's 553558-606 & GS 553560-606 New,Nike Air Jordan 1 Low Reverse Bred Men's 553558-606 & GS 553560-606 New,75,75,True,New with box,New,553558-606,553558-606,1,Albany,Trending Sneakerz,https://www.ebay.com/itm/157602447782,99.8,2923,1,10.004,True,Jordan,Nike Air Jordan 1 Low Reverse Bred Men'S 553558-606 & Gs 553560-606 New,New / Unworn,Albany
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 5,Air Jordan 5 Retro Grade School Medium Soft Pink HQ7980-102,Air Jordan 5 Retro Grade School Medium Soft Pink HQ7980-102,185,185,True,New with box,New,HQ7980-102,HQ7980-102,51,Westville,swaxbox,https://www.ebay.com/itm/205778881410,100,31141,1,10.204,True,Jordan,Air Jordan 5 Retro Grade School Medium Soft Pink Hq7980-102,New / Unworn,Westville
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 4,Air Jordan 4 Retro Cozy Girl HV0823-200 Women Size,Air Jordan 4 Retro Cozy Girl HV0823-200 Women Size,149.99,149.99,True,New with box,New,HV0823-200,HV0823-200,6,Westville,swaxbox,https://www.ebay.com/itm/205765400626,100,31141,1,10.024,True,Jordan,Air Jordan 4 Retro Cozy Girl Hv0823-200 Women Size,New / Unworn,Westville
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 AJ1 Zoom CMFT Black Red Cement Grey Shoes DV1307-060,Nike Air Jordan 1 AJ1 Zoom CMFT Black Red Cement Grey Shoes DV1307-060,135,135,True,New with box,New,DV1307-060,DV1307-060,15,Walnut,SOLECOOLUSA,https://www.ebay.com/itm/166333090218,99.7,3267,1,10.06,True,Jordan,Nike Air Jordan 1 Aj1 Zoom Cmft Black Red Cement Grey Shoes Dv1307-060,New / Unworn,Walnut
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro OG High Denim Men's Size 8.5 Sneakers FQ2947-100 New DS,Nike Air Jordan 1 Retro OG High Denim Men's Size 8.5 Sneakers FQ2947-100 New DS,115,115,True,New with box,New,FQ2947-100,FQ2947-100,1,Independence,jugdelavi-illustrated,https://www.ebay.com/itm/336373333885,100,192,1,10.004,True,Jordan,Nike Air Jordan 1 Retro Og High Denim Men'S Size 8.5 Sneakers Fq2947-100 New Ds,New / Unworn,Independence
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 5,Nike Air Jordan 5 Retro (GS) Raging Bull-Size 7Y-440888-600,Nike Air Jordan 5 Retro (GS) Raging Bull-Size 7Y-440888-600,119.99,119.99,True,Pre-owned - Excellent,Used - Excellent,440888-600,440888-600,,Shelbyville,sell-by-faith-un9,https://www.ebay.com/itm/206017504060,100,17,1,10,True,Jordan,Nike Air Jordan 5 Retro (Gs) Raging Bull-Size 7Y-440888-600,Very Good / Like New,Shelbyville
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan 14 Retro Grade School Ferrari 2025 IF5016-600,Air Jordan 14 Retro Grade School Ferrari 2025 IF5016-600,135,135,True,New with box,New,IF5016-600,IF5016-600,7,Westville,swaxbox,https://www.ebay.com/itm/205571868086,100,31141,1,10.028,True,Jordan,Air Jordan 14 Retro Grade School Ferrari 2025 If5016-600,New / Unworn,Westville
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 AJ1 Retro High OG Visionaries Mens Sneakers Shoes 555088-702,Nike Air Jordan 1 AJ1 Retro High OG Visionaries Mens Sneakers Shoes 555088-702,125.99,125.99,True,New with box,New,555088-702,555088-702,8,Walnut,SOLECOOLUSA,https://www.ebay.com/itm/166467529306,99.7,3267,1,10.032,True,Jordan,Nike Air Jordan 1 Aj1 Retro High Og Visionaries Mens Sneakers Shoes 555088-702,New / Unworn,Walnut
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Mid 'Wolf Grey Midnight Navy' DQ8426-104 Mens Size 13 Shoe,Nike Air Jordan 1 Mid 'Wolf Grey Midnight Navy' DQ8426-104 Mens Size 13 Shoe,79.99,79.99,True,Pre-owned - Good,Used - Good,DQ8426-104,DQ8426-104,,Charlotte,Hummingbird Supply Co,https://www.ebay.com/itm/358143907305,100,266,1,10,True,Jordan,Nike Air Jordan 1 Mid 'Wolf Grey Midnight Navy' Dq8426-104 Mens Size 13 Shoe,Good / Lightly Used,Charlotte
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 3,"Air Jordan 3 OG Retro""CT8532-001""7-13 all black basketball shoes c","Air Jordan 3 OG Retro""CT8532-001""7-13 all black basketball shoes c",238,238,True,New with box,New,CT8532-001,CT8532-001,1,Aguada,kicksure,https://www.ebay.com/itm/257102698498,98.3,70,1,10.004,True,Jordan,"Air Jordan 3 Og Retro""Ct8532-001""7-13 All Black Basketball Shoes C",New / Unworn,Aguada
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 3,Air Jordan 3 Retro 'Fear Pack' 2023 CT8532 080 Ship Now,Air Jordan 3 Retro 'Fear Pack' 2023 CT8532 080 Ship Now,150,150,True,New with box,New,CT8532,CT8532,4,Westville,swaxbox,https://www.ebay.com/itm/204973296168,100,31141,1,10.016,True,Jordan,Air Jordan 3 Retro 'Fear Pack' 2023 Ct8532 080 Ship Now,New / Unworn,Westville
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro Mid Reverse Banned Red Black Sz- 9 554724-601,Nike Air Jordan 1 Retro Mid Reverse Banned Red Black Sz- 9 554724-601,45,45,True,Pre-owned - Good,Used - Good,554724-601,554724-601,,Garner,LuckyUSNC,https://www.ebay.com/itm/306719784150,99.6,1701,1,10,True,Jordan,Nike Air Jordan 1 Retro Mid Reverse Banned Red Black Sz- 9 554724-601,Good / Lightly Used,Garner
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 12,"Air Jordan 12 Retro Blueberry White Sneakers, Size 12 CT8013-140 New No Lid","Air Jordan 12 Retro Blueberry White Sneakers, Size 12 CT8013-140 New No Lid",245,245,True,New with box,New,CT8013-140,CT8013-140,,Satellite Beach,johnwi4033,https://www.ebay.com/itm/206017468666,100,2,1,10,True,Jordan,"Air Jordan 12 Retro Blueberry White Sneakers, Size 12 Ct8013-140 New No Lid",New / Unworn,Satellite Beach
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 4,Air Jordan 4 Retro SE Sashiko CW0898-400,Air Jordan 4 Retro SE Sashiko CW0898-400,165,165,True,New with box,New,CW0898-400,CW0898-400,1,HONG KONG,ALL IN Domain,https://www.ebay.com/itm/397229101112,99.3,1618,1,10.004,True,Jordan,Air Jordan 4 Retro Se Sashiko Cw0898-400,New / Unworn,Hong Kong
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,New Air Jordan 1 LOW SE Mens Tie-Dye Mint Foam White Black DM1199 100,New Air Jordan 1 LOW SE Mens Tie-Dye Mint Foam White Black DM1199 100,108.5,108.5,True,New with box,New,DM1199,DM1199,1,Aurora,BANDBSHOE,https://www.ebay.com/itm/167408290443,99.8,6707,1,10.004,True,Jordan,New Air Jordan 1 Low Se Mens Tie-Dye Mint Foam White Black Dm1199 100,New / Unworn,Aurora
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,JORDAN 1 Low Black White Grey - 553558-040 Ship Now,JORDAN 1 Low Black White Grey - 553558-040 Ship Now,113,113,True,New with box,New,553558-040,553558-040,1,Westville,JADIN_FootwearHub,https://www.ebay.com/itm/197859703694,99.9,1487,1,10.004,True,Jordan,Jordan 1 Low Black White Grey - 553558-040 Ship Now,New / Unworn,Westville
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Size 10.5M - Air Jordan 1 Low OG Rookie of the Year CZ0790-107,Size 10.5M - Air Jordan 1 Low OG Rookie of the Year CZ0790-107,140,140,True,New with box,New,CZ0790-107,CZ0790-107,3,Princeton,sirgoopington,https://www.ebay.com/itm/365667007714,100,255,1,10.012,True,Jordan,Size 10.5M - Air Jordan 1 Low Og Rookie Of The Year Cz0790-107,New / Unworn,Princeton
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 3,SIZE 11 - MENS Nike Air Jordan 3 Retro PURE MONEY Basketball Shoes CT8532 111,SIZE 11 - MENS Nike Air Jordan 3 Retro PURE MONEY Basketball Shoes CT8532 111,169.99,169.99,True,New without box,New - No Box,CT8532,CT8532,1,Pigeon Forge,cleats4feets,https://www.ebay.com/itm/116979976453,99.9,6765,1,10.004,True,Jordan,Size 11 - Mens Nike Air Jordan 3 Retro Pure Money Basketball Shoes Ct8532 111,New Without Box,Pigeon Forge
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,MENS AIR JORDAN 1 LOW_GYM RED/BLACK-WHITE 553558-606-SIZE 10.5,MENS AIR JORDAN 1 LOW_GYM RED/BLACK-WHITE 553558-606-SIZE 10.5,119.99,119.99,True,New with box,New,553558-606,553558-606,,Los Angeles,UrbnCtrl,https://www.ebay.com/itm/136972917703,99.4,6337,1,10,True,Jordan,Mens Air Jordan 1 Low_Gym Red/Black-White 553558-606-Size 10.5,New / Unworn,Los Angeles
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 4,Size 7Y/8.5W- Air Jordan 4 GS Photon Dust Blue Chill HV4401-014,Size 7Y/8.5W- Air Jordan 4 GS Photon Dust Blue Chill HV4401-014,129.36,129.36,True,New with box,New,HV4401-014,HV4401-014,1,Arlington,LIDLESS SNKRS,https://www.ebay.com/itm/236549093720,99.6,1745,1,10.004,True,Jordan,Size 7Y/8.5W- Air Jordan 4 Gs Photon Dust Blue Chill Hv4401-014,New / Unworn,Arlington
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 11,Air Jordan 11 Retro Concord new men's shoes 378037-100,Air Jordan 11 Retro Concord new men's shoes 378037-100,249,249,True,New with box,New,378037-100,378037-100,15,Waterloo,pjybj18,https://www.ebay.com/itm/396240133528,81.8,16,1,10.06,True,Jordan,Air Jordan 11 Retro Concord New Men'S Shoes 378037-100,New / Unworn,Waterloo
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro OG High Shadow 2018 Size 13 (555088-013),Nike Air Jordan 1 Retro OG High Shadow 2018 Size 13 (555088-013),250,250,True,Pre-owned - Excellent,Used - Excellent,555088-013,555088-013,,Las Vegas,jray9669_9,https://www.ebay.com/itm/227184822913,100,9,1,10,True,Jordan,Nike Air Jordan 1 Retro Og High Shadow 2018 Size 13 (555088-013),Very Good / Like New,Las Vegas
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Jordan 1 Retro MCS Low Black-White Baseball Cleats CJ8524-011 Men's Size 10,Jordan 1 Retro MCS Low Black-White Baseball Cleats CJ8524-011 Men's Size 10,109.99,109.99,True,New with box,New,CJ8524-011,CJ8524-011,6,West Harrison,SNKRSNV,https://www.ebay.com/itm/196858662833,100,7933,1,10.024,True,Jordan,Jordan 1 Retro Mcs Low Black-White Baseball Cleats Cj8524-011 Men'S Size 10,New / Unworn,West Harrison
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid Shoes Mens Size 6.5 Retro Basketball 575441-404 Nike Sneakers,Air Jordan 1 Mid Shoes Mens Size 6.5 Retro Basketball 575441-404 Nike Sneakers,27.66,27.66,True,Pre-owned - Good,Used - Good,575441-404,575441-404,,San Jose,PeakeOutlet,https://www.ebay.com/itm/198002232004,98.5,509,1,10,True,Jordan,Air Jordan 1 Mid Shoes Mens Size 6.5 Retro Basketball 575441-404 Nike Sneakers,Good / Lightly Used,San Jose
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 I Mid Lucky Green Black Celtics DQ8426 301 Men XI Sz 12,Nike Air Jordan 1 I Mid Lucky Green Black Celtics DQ8426 301 Men XI Sz 12,145,145,True,Pre-owned - Excellent,Used - Excellent,DQ8426,DQ8426,,Bellflower,ariela20,https://www.ebay.com/itm/116995230131,100,122,1,10,True,Jordan,Nike Air Jordan 1 I Mid Lucky Green Black Celtics Dq8426 301 Men Xi Sz 12,Very Good / Like New,Bellflower
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 11,Air Jordan 11 Retro 'H-Town' | IO8960-707,Air Jordan 11 Retro 'H-Town' | IO8960-707,349.99,349.99,True,New with box,New,IO8960-707,IO8960-707,1,New York,Jerry.City,https://www.ebay.com/itm/205866590793,100,620,1,10.004,True,Jordan,Air Jordan 11 Retro 'H-Town' | Io8960-707,New / Unworn,New York
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 3,Nike Air Jordan 3 Retro Blanco Metalico Plateado CT8532-111 Hombres Talla 10 Nuevo,Nike Air Jordan 3 Retro Blanco Metalico Plateado CT8532-111 Hombres Talla 10 Nuevo,179,179,True,Nuevo en caja,New,CT8532-111,CT8532-111,,,macarp_8,https://www.ebay.com/itm/389524066147,100,26,1,10,True,Jordan,Nike Air Jordan 3 Retro Blanco Metalico Plateado Ct8532-111 Hombres Talla 10 Nuevo,New / Unworn,
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 4,Jordan 4 Retro Cave Stone | FV5029-200 | Size 10 | Damaged Box,Jordan 4 Retro Cave Stone | FV5029-200 | Size 10 | Damaged Box,260,260,True,New with box,New,FV5029-200,FV5029-200,,Calgary,flips.fk,https://www.ebay.com/itm/376879660233,,0,1,10,True,Jordan,Jordan 4 Retro Cave Stone | Fv5029-200 | Size 10 | Damaged Box,New / Unworn,Calgary
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 12,Nike Air Jordan 12 Retro Playoff Black Red White 153265-006 GS Size,Nike Air Jordan 12 Retro Playoff Black Red White 153265-006 GS Size,189.97,189.97,True,New with box,New,153265-006,153265-006,,Atlanta,LeeBrielle,https://www.ebay.com/itm/197972715050,100,1493,1,10,True,Jordan,Nike Air Jordan 12 Retro Playoff Black Red White 153265-006 Gs Size,New / Unworn,Atlanta
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 4,Nike Air Jordan 4 Retro Midnight Navy Youth GS ShoeSz 5.5y New BGrade 408452-140,Nike Air Jordan 4 Retro Midnight Navy Youth GS ShoeSz 5.5y New BGrade 408452-140,149.99,149.99,True,New with defects,New - Defect,408452-140,408452-140,,New York,TheTopItems,https://www.ebay.com/itm/206006397369,99.5,4642,1,10,True,Jordan,Nike Air Jordan 4 Retro Midnight Navy Youth Gs Shoesz 5.5Y New Bgrade 408452-140,Used / Visible Wear,New York
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 3,Nike Air Jordan 3 White Cement Reimagined 2023 (DN3707-100) Brand New,Nike Air Jordan 3 White Cement Reimagined 2023 (DN3707-100) Brand New,329.99,329.99,True,New with box,New,DN3707-100,DN3707-100,,Eden,Uptown Kicks NC,https://www.ebay.com/itm/358143927980,99.7,623,1,10,True,Jordan,Nike Air Jordan 3 White Cement Reimagined 2023 (Dn3707-100) Brand New,New / Unworn,Eden
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 MID HEMP / Fire Red / White DQ8426-200 Men's,Nike Air Jordan 1 MID HEMP / Fire Red / White DQ8426-200 Men's,95,95,True,New with box,New,DQ8426-200,DQ8426-200,2,Greenvale,NY Online Outlet,https://www.ebay.com/itm/388845161996,99.2,1533,1,10.008,True,Jordan,Nike Air Jordan 1 Mid Hemp / Fire Red / White Dq8426-200 Men'S,New / Unworn,Greenvale
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 3,Air Jordan 3 Retro 'Lucky Shorts' | CT8532-101,Air Jordan 3 Retro 'Lucky Shorts' | CT8532-101,149.99,149.99,True,New with box,New,CT8532-101,CT8532-101,1,New York,Jerry.City,https://www.ebay.com/itm/205981287543,100,620,1,10.004,True,Jordan,Air Jordan 3 Retro 'Lucky Shorts' | Ct8532-101,New / Unworn,New York
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 6,Jordan 6 Rings Mens Size 11 Rare Sold Out Reverse Oreo Black White 322992-111,Jordan 6 Rings Mens Size 11 Rare Sold Out Reverse Oreo Black White 322992-111,109.99,109.99,True,New without box,New - No Box,322992-111,322992-111,1,Aurora,Swoosh_Empire,https://www.ebay.com/itm/326941596376,99.9,6930,1,10.004,True,Jordan,Jordan 6 Rings Mens Size 11 Rare Sold Out Reverse Oreo Black White 322992-111,New Without Box,Aurora
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro High OG UNC Toe DZ5485-400 Men's In hand,Nike Air Jordan 1 Retro High OG UNC Toe DZ5485-400 Men's In hand,149.99,149.99,True,New with box,New,DZ5485-400,DZ5485-400,1,Okemos,inesoles,https://www.ebay.com/itm/197997223599,100,18,1,10.004,True,Jordan,Nike Air Jordan 1 Retro High Og Unc Toe Dz5485-400 Men'S In Hand,New / Unworn,Okemos
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Retro Low OG 'Obsidian UNC' | CZ0790-400,Air Jordan 1 Retro Low OG 'Obsidian UNC' | CZ0790-400,129.99,129.99,True,New with box,New,CZ0790-400,CZ0790-400,1,New York,Jerry.City,https://www.ebay.com/itm/206001684917,100,620,1,10.004,True,Jordan,Air Jordan 1 Retro Low Og 'Obsidian Unc' | Cz0790-400,New / Unworn,New York
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 One Paris Low CV3043-100 Sz 10x2,Nike Air Jordan 1 One Paris Low CV3043-100 Sz 10x2,220,220,True,New with box,New,CV3043-100,CV3043-100,1,Montreal,kdmn_9,https://www.ebay.com/itm/406061025595,100,26,1,10.004,True,Jordan,Nike Air Jordan 1 One Paris Low Cv3043-100 Sz 10X2,New / Unworn,Montreal
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,"A Ma Maniere x Jordan Air Jordan 4While You Were Sleeping"" Men's 11 FZ4810-200","A Ma Maniere x Jordan Air Jordan 4While You Were Sleeping"" Men's 11 FZ4810-200",199.99,199.99,True,New with box,New,FZ4810-200,FZ4810-200,3,Auburn,Restocked,https://www.ebay.com/itm/116348943528,99.9,12206,1,10.012,True,Jordan,"A Ma Maniere X Jordan Air Jordan 4While You Were Sleeping"" Men'S 11 Fz4810-200",New / Unworn,Auburn
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro Mid Knicks Wheaties Blue Orange White FD1029-400 sz 17,Nike Air Jordan 1 Retro Mid Knicks Wheaties Blue Orange White FD1029-400 sz 17,100,100,True,New with box,New,FD1029-400,FD1029-400,3,Austin,UNIQO SOLE,https://www.ebay.com/itm/285771016491,99.3,31948,1,10.012,True,Jordan,Nike Air Jordan 1 Retro Mid Knicks Wheaties Blue Orange White Fd1029-400 Sz 17,New / Unworn,Austin
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,NEW Nike Air Jordan 1 High OG Black Metallic Gold DZ5485-071 - SIZE 11,NEW Nike Air Jordan 1 High OG Black Metallic Gold DZ5485-071 - SIZE 11,69.99,69.99,True,New with box,New,DZ5485-071,DZ5485-071,1,Bowling Green,DoctorSheldon,https://www.ebay.com/itm/116932896426,100,639,1,10.004,True,Jordan,New Nike Air Jordan 1 High Og Black Metallic Gold Dz5485-071 - Size 11,New / Unworn,Bowling Green
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Mid SE White Medium Grey Cool Grey HF3216-100 Men's Size New,Nike Air Jordan 1 Mid SE White Medium Grey Cool Grey HF3216-100 Men's Size New,96.97,96.97,True,New with box,New,HF3216-100,HF3216-100,2,El Dorado Hills,Rhinobee,https://www.ebay.com/itm/177586233041,99.9,1861,1,10.008,True,Jordan,Nike Air Jordan 1 Mid Se White Medium Grey Cool Grey Hf3216-100 Men'S Size New,New / Unworn,El Dorado Hills
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Low Black Elephant Print Men's IM6568-010 New,Nike Air Jordan 1 Low Black Elephant Print Men's IM6568-010 New,129.97,129.97,True,New with box,New,IM6568-010,IM6568-010,14,Albany,Trending Sneakerz,https://www.ebay.com/itm/157503591990,99.8,2923,1,10.056,True,Jordan,Nike Air Jordan 1 Low Black Elephant Print Men'S Im6568-010 New,New / Unworn,Albany
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 11,CT8012-047 | Gamma Blue | Air Jordan 11 Retro 2025 | Mens Shoes,CT8012-047 | Gamma Blue | Air Jordan 11 Retro 2025 | Mens Shoes,260.6,260.6,True,New with box,New,CT8012-047,CT8012-047,3,San Juan,d3s666,https://www.ebay.com/itm/389468068006,100,2,1,10.012,True,Jordan,Ct8012-047 | Gamma Blue | Air Jordan 11 Retro 2025 | Mens Shoes,New / Unworn,San Juan
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 12,Air Jordan 12 Retro Cherry 2023 Mens Basketball Shoes Size 13 CT8013-116 B Grade,Air Jordan 12 Retro Cherry 2023 Mens Basketball Shoes Size 13 CT8013-116 B Grade,185,185,True,New with defects,New - Defect,CT8013-116,CT8013-116,2,Bay City,Good As New Shoes,https://www.ebay.com/itm/277558026167,99.6,8767,1,10.008,True,Jordan,Air Jordan 12 Retro Cherry 2023 Mens Basketball Shoes Size 13 Ct8013-116 B Grade,Used / Visible Wear,Bay City
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 11,Nike Air Jordan 11 Retro High Concord Size 12 378037-100 2018 - Ships Next Day!,Nike Air Jordan 11 Retro High Concord Size 12 378037-100 2018 - Ships Next Day!,84.99,84.99,True,Pre-owned - Good,Used - Good,378037-100,378037-100,,Ijamsville,thecalfrills,https://www.ebay.com/itm/336387360624,100,476,1,10,True,Jordan,Nike Air Jordan 11 Retro High Concord Size 12 378037-100 2018 - Ships Next Day!,Good / Lightly Used,Ijamsville
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Nike Air Jordan 13 XIII Retro Flint 2005 Blue Grey Size 12 Sneakers 310004-441,Nike Air Jordan 13 XIII Retro Flint 2005 Blue Grey Size 12 Sneakers 310004-441,109.99,109.99,True,Pre-owned - Fair,Used - Fair,310004-441,310004-441,,Columbus,fschilds,https://www.ebay.com/itm/236594670412,100,2341,1,10,True,Jordan,Nike Air Jordan 13 Xiii Retro Flint 2005 Blue Grey Size 12 Sneakers 310004-441,Used / Visible Wear,Columbus
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Mid Light Smoke Grey Anthracite 554724-078 Mens New,Nike Air Jordan 1 Mid Light Smoke Grey Anthracite 554724-078 Mens New,119.99,119.99,True,New with box,New,554724-078,554724-078,5,Cranston,EVANS SNEAKERS,https://www.ebay.com/itm/187692025306,100,21294,1,10.02,True,Jordan,Nike Air Jordan 1 Mid Light Smoke Grey Anthracite 554724-078 Mens New,New / Unworn,Cranston
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan 13 Black Cat 414571-011 Men's,Air Jordan 13 Black Cat 414571-011 Men's,259,259,True,New with box,New,414571-011,414571-011,7,San Juan,LC service 1023,https://www.ebay.com/itm/127108502264,89.3,590,1,10.028,True,Jordan,Air Jordan 13 Black Cat 414571-011 Men'S,New / Unworn,San Juan
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 KO Low Shoes Bred Black Red DX4981-006 Men's Multi Sizes NEW,Nike Air Jordan 1 KO Low Shoes Bred Black Red DX4981-006 Men's Multi Sizes NEW,94.9,94.9,True,New with box,New,DX4981-006,DX4981-006,2,Naples,Duck Walk Sneakers,https://www.ebay.com/itm/267516049283,100,17135,1,10.008,True,Jordan,Nike Air Jordan 1 Ko Low Shoes Bred Black Red Dx4981-006 Men'S Multi Sizes New,New / Unworn,Naples
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,NEW Nike Air Jordan 1 Low Triple White Sneakers 553558-136 Mens Size 9.5,NEW Nike Air Jordan 1 Low Triple White Sneakers 553558-136 Mens Size 9.5,105,105,True,New with box,New,553558-136,553558-136,1,Denver,sneakerreplay,https://www.ebay.com/itm/227133117443,100,474,1,10.004,True,Jordan,New Nike Air Jordan 1 Low Triple White Sneakers 553558-136 Mens Size 9.5,New / Unworn,Denver
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro MCS Chicago Black Red White AV5354-611 Men's Size 9.5,Nike Air Jordan 1 Retro MCS Chicago Black Red White AV5354-611 Men's Size 9.5,124.99,124.99,True,New with box,New,AV5354-611,AV5354-611,9,West Harrison,SNKRSNV,https://www.ebay.com/itm/196586170453,100,7932,1,10.036,True,Jordan,Nike Air Jordan 1 Retro Mcs Chicago Black Red White Av5354-611 Men'S Size 9.5,New / Unworn,West Harrison
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 3,Jordan3 Retro black Cat (2025) CT8532-001-Brand new,Jordan3 Retro black Cat (2025) CT8532-001-Brand new,208,208,True,New with box,New,CT8532-001,CT8532-001,13,Ajuntas,pthm8034,https://www.ebay.com/itm/297796608184,98.5,126,1,10.052,True,Jordan,Jordan3 Retro Black Cat (2025) Ct8532-001-Brand New,New / Unworn,Ajuntas
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,AIR JORDAN 1 CENTRE COURT MEN BLACK / MYSTIC HIBISCUS DQ8577 001,AIR JORDAN 1 CENTRE COURT MEN BLACK / MYSTIC HIBISCUS DQ8577 001,69.99,69.99,True,New with box,New,DQ8577,DQ8577,5,Chino,NICE FEET,https://www.ebay.com/itm/224940392870,100,8852,1,10.02,True,Jordan,Air Jordan 1 Centre Court Men Black / Mystic Hibiscus Dq8577 001,New / Unworn,Chino
