platform,source_category,Category,normalized_Brand,product_family,Product Name,product_title,Price (USD),Price (USD),price_valid,raw_condition,normalized_condition,raw_sku,Normalized SKU,Total Items Sold (Product),Location of Product,Seller Name,Product URL,Positive Review Percentage % (seller),Number of Reviews (seller),demo_priority_flag,demo_priority_score,demo_eligible,Brand,Product Name,Condition,Location
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Air jordan Ajko 1 low - Bred - DX4981-006 Men's Sneaker Canvas Shoes Black,Air jordan Ajko 1 low - Bred - DX4981-006 Men's Sneaker Canvas Shoes Black,125.94,125.94,True,New with box,New,DX4981-006,DX4981-006,,Kiefersfelden,brandstyle24,https://www.ebay.com/itm/317736794149,99.1,247158,0,0,False,Jordan,Air Jordan Ajko 1 Low - Bred - Dx4981-006 Men'S Sneaker Canvas Shoes Black,New / Unworn,Kiefersfelden
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Lift Off Men's Shoes Black/Infrared AR4430 061,Nike Air Jordan Lift Off Men's Shoes Black/Infrared AR4430 061,90.25,90.25,True,New without box,New - No Box,AR4430,AR4430,4,Anaheim,smartstone14,https://www.ebay.com/itm/256374070548,99.4,10838,0,0.016,False,Jordan,Nike Air Jordan Lift Off Men'S Shoes Black/Infrared Ar4430 061,New Without Box,Anaheim
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Air jordan Delta 3 Sp Sneaker DD9361-212 Sport Casual Basketball Shoes New,Air jordan Delta 3 Sp Sneaker DD9361-212 Sport Casual Basketball Shoes New,177.76,177.76,True,New with box,New,DD9361-212,DD9361-212,,Kiefersfelden,brandstyle24,https://www.ebay.com/itm/317750349283,99.1,247158,0,0,False,Jordan,Air Jordan Delta 3 Sp Sneaker Dd9361-212 Sport Casual Basketball Shoes New,New / Unworn,Kiefersfelden
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Size 11 Jordan Son of Mars Armory Navy White Lightly Used (With Box) 512245-405,Size 11 Jordan Son of Mars Armory Navy White Lightly Used (With Box) 512245-405,79.99,79.99,True,Pre-owned - Excellent,Used - Excellent,512245-405,512245-405,,Dover,nh_flykicks,https://www.ebay.com/itm/297947422739,100,312,0,0,False,Jordan,Size 11 Jordan Son Of Mars Armory Navy White Lightly Used (With Box) 512245-405,Very Good / Like New,Dover
ebay,Air jordan sneakers,Sneakers,Jordan,Jordan Spizike,Air jordan Spizike low - Men Sneaker HQ3439-101 Sports Basketball Shoes New,Air jordan Spizike low - Men Sneaker HQ3439-101 Sports Basketball Shoes New,178.11,178.11,True,New with box,New,HQ3439-101,HQ3439-101,,Kiefersfelden,brandstyle24,https://www.ebay.com/itm/127615060727,99.1,247158,0,0,False,Jordan,Air Jordan Spizike Low - Men Sneaker Hq3439-101 Sports Basketball Shoes New,New / Unworn,Kiefersfelden
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Air Jordan retro high defiant light bone uk 7 666088-081,Air Jordan retro high defiant light bone uk 7 666088-081,60,60,True,Pre-owned - Good,Used - Good,666088-081,666088-081,,Benfleet,christabelle1989,https://www.ebay.com/itm/267403170402,100,139,0,0,False,Jordan,Air Jordan Retro High Defiant Light Bone Uk 7 666088-081,Good / Lightly Used,Benfleet
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Air Jordan Stay Loyal Men's DB2884 400 Basketball Shoes original box without lid,Air Jordan Stay Loyal Men's DB2884 400 Basketball Shoes original box without lid,128.9,128.9,True,New with box,New,DB2884,DB2884,,Riverside,ligui-985,https://www.ebay.com/itm/397114904165,96,26,0,0,False,Jordan,Air Jordan Stay Loyal Men'S Db2884 400 Basketball Shoes Original Box Without Lid,New / Unworn,Riverside
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,SZ 11 Air Jordan XIII 13 Red Flint DJ5982-600 Playoff Bred Cherry As 11,SZ 11 Air Jordan XIII 13 Red Flint DJ5982-600 Playoff Bred Cherry As 11,29.99,29.99,True,Pre-owned - Excellent,Used - Excellent,DJ5982-600,DJ5982-600,,Minneapolis,je221240,https://www.ebay.com/itm/366154019853,80.6,32,0,0,False,Jordan,Sz 11 Air Jordan Xiii 13 Red Flint Dj5982-600 Playoff Bred Cherry As 11,Very Good / Like New,Minneapolis
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Chuteiras de futebol Nike Jordan 1 Mid TD tamanhos 7-16 branco cinza nevoeiro FJ6805-101 NOVAS,Chuteiras de futebol Nike Jordan 1 Mid TD tamanhos 7-16 branco cinza nevoeiro FJ6805-101 NOVAS,19995,19995,True,"Novo, com caixa",New,FJ6805-101,FJ6805-101,,,District Trading Mercantile,https://www.ebay.com/itm/335805781263,100,744,1,10,False,Jordan,Chuteiras De Futebol Nike Jordan 1 Mid Td Tamanhos 7-16 Branco Cinza Nevoeiro Fj6805-101 Novas,New / Unworn,
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Zoom '92 Basketball Sneaker Black Red Grey CK9183-106 Mens Size,Nike Air Jordan Zoom '92 Basketball Sneaker Black Red Grey CK9183-106 Mens Size,75,75,True,New with box,New,CK9183-106,CK9183-106,5,Fort Worth,Kick T,https://www.ebay.com/itm/186681881006,100,1083,0,0.02,False,Jordan,Nike Air Jordan Zoom '92 Basketball Sneaker Black Red Grey Ck9183-106 Mens Size,New / Unworn,Fort Worth
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 12,Air Jordan 12 Retro 'Chripka Game' 2003 Velikost 13 136001-063 Pouzite Vintage,Air Jordan 12 Retro 'Chripka Game' 2003 Velikost 13 136001-063 Pouzite Vintage,12500,12500,True,Pre-owned - Fair,Used - Fair,136001-063,136001-063,,,aber_velaz1287,https://www.ebay.com/itm/257332841329,83.3,96,1,10,False,Jordan,Air Jordan 12 Retro 'Chripka Game' 2003 Velikost 13 136001-063 Pouzite Vintage,Used / Visible Wear,
ebay,jordan sneakers,Sneakers,Jordan,Jordan Spizike,Nike Air Jordan Spizike Low Toro Rojo Negro FQ1759-600 Zapatos para Hombre NUEVO,Nike Air Jordan Spizike Low Toro Rojo Negro FQ1759-600 Zapatos para Hombre NUEVO,107.34,107.34,True,Nuevo en caja,New,FQ1759-600,FQ1759-600,,,516kicks,https://www.ebay.com/itm/326758674070,99.7,12030,0,0,False,Jordan,Nike Air Jordan Spizike Low Toro Rojo Negro Fq1759-600 Zapatos Para Hombre Nuevo,New / Unworn,
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Size 11 - Air Jordan One Take 2 Black Metallic Silver CW2457 001,Size 11 - Air Jordan One Take 2 Black Metallic Silver CW2457 001,74.88,74.88,True,New with box,New,CW2457,CW2457,,Saddle River,SneakerEcon,https://www.ebay.com/itm/267559271738,100,917,0,0,False,Jordan,Size 11 - Air Jordan One Take 2 Black Metallic Silver Cw2457 001,New / Unworn,Saddle River
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,[DV9956-118] Mens Air Jordan RETRO 2 LOW 'CRAFT MELON TINT',[DV9956-118] Mens Air Jordan RETRO 2 LOW 'CRAFT MELON TINT',124.99,124.99,True,New with box,New,DV9956-118,DV9956-118,11,Paterson,sneakAR,https://www.ebay.com/itm/276174627566,99.8,211973,0,0.044,False,Jordan,[Dv9956-118] Mens Air Jordan Retro 2 Low 'Craft Melon Tint',New / Unworn,Paterson
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan City Boot Flax Black HV4580-200 Men's Sizes NEW,Nike Air Jordan City Boot Flax Black HV4580-200 Men's Sizes NEW,151.89,151.89,True,New with box,New,HV4580-200,HV4580-200,23,Fort Myers,Shoe Conceptions,https://www.ebay.com/itm/167863137918,100,22624,0,0.092,False,Jordan,Nike Air Jordan City Boot Flax Black Hv4580-200 Men'S Sizes New,New / Unworn,Fort Myers
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Level SS/Nuevo - Air Jordan 9 Retro Olive Concord CT8019-034 Hombre,Level SS/Nuevo - Air Jordan 9 Retro Olive Concord CT8019-034 Hombre,173,173,True,Nuevo en caja,New,CT8019-034,CT8019-034,,,ALL IN Domain,https://www.ebay.com/itm/395815086192,99.3,1656,0,0,False,Jordan,Level Ss/Nuevo - Air Jordan 9 Retro Olive Concord Ct8019-034 Hombre,New / Unworn,
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Why Not .6 Barely Volt DO7189-700 Mens Size 9-10.5,Jordan Why Not .6 Barely Volt DO7189-700 Mens Size 9-10.5,109.2,109.2,True,New with box,New,DO7189-700,DO7189-700,1,Washington,Stockpile Goods,https://www.ebay.com/itm/335386575822,99.5,5257,0,0.004,False,Jordan,Jordan Why Not .6 Barely Volt Do7189-700 Mens Size 9-10.5,New / Unworn,Washington
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,[FQ7453-106] MENS AIR JORDAN LUKA 3 TB,[FQ7453-106] MENS AIR JORDAN LUKA 3 TB,119.99,119.99,True,New with box,New,FQ7453-106,FQ7453-106,3,Paterson,sneakAR,https://www.ebay.com/itm/286194886415,99.8,211973,0,0.012,False,Jordan,[Fq7453-106] Mens Air Jordan Luka 3 Tb,New / Unworn,Paterson
ebay,jordan sneakers,Sneakers,Jordan,Air Jordan 1,Tenis Nike Air Jordan 1 Mid SE Preto Sky J Mauve FB9911-008 Masculino e Tamanhos GS NOVO,Tenis Nike Air Jordan 1 Mid SE Preto Sky J Mauve FB9911-008 Masculino e Tamanhos GS NOVO,9482,9482,True,"Novo, com caixa",New,FB9911-008,FB9911-008,,,Shoe Conceptions,https://www.ebay.com/itm/167199256747,100,22624,1,10,False,Jordan,Tenis Nike Air Jordan 1 Mid Se Preto Sky J Mauve Fb9911-008 Masculino E Tamanhos Gs Novo,New / Unworn,
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan MVP 92 Desert Camo Brown Basketball Shoes HQ3950-200 Men's Sizes,Nike Air Jordan MVP 92 Desert Camo Brown Basketball Shoes HQ3950-200 Men's Sizes,99.97,99.97,True,New with box,New,HQ3950-200,HQ3950-200,5,Shrewsbury,Masskickss,https://www.ebay.com/itm/227101482237,99.7,3540,0,0.02,False,Jordan,Nike Air Jordan Mvp 92 Desert Camo Brown Basketball Shoes Hq3950-200 Men'S Sizes,New / Unworn,Shrewsbury
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,BRAND NEW Nike Air Jordan 8 VIII Retro Mid Playoff 2023 Black/Red 305381-062,BRAND NEW Nike Air Jordan 8 VIII Retro Mid Playoff 2023 Black/Red 305381-062,199.99,199.99,True,New with defects,New - Defect,305381-062,305381-062,2,Alexandria,Tuanbt,https://www.ebay.com/itm/168041449261,99.9,2802,0,0.008,False,Jordan,Brand New Nike Air Jordan 8 Viii Retro Mid Playoff 2023 Black/Red 305381-062,Used / Visible Wear,Alexandria
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Lift Off Men's Shoes Neutral Olive/Olive Canvas AR4430 200,Nike Air Jordan Lift Off Men's Shoes Neutral Olive/Olive Canvas AR4430 200,135.38,135.38,True,New with box,New,AR4430,AR4430,1,Anaheim,smartstone14,https://www.ebay.com/itm/267534028603,99.4,10838,0,0.004,False,Jordan,Nike Air Jordan Lift Off Men'S Shoes Neutral Olive/Olive Canvas Ar4430 200,New / Unworn,Anaheim
ebay,jordan sneakers,Sneakers,Jordan,Jordan Spizike,Nike Air Jordan Spizike Low Men's Sneaker Shoe Navy White FQ1759-140,Nike Air Jordan Spizike Low Men's Sneaker Shoe Navy White FQ1759-140,119.99,119.99,True,New without box,New - No Box,FQ1759-140,FQ1759-140,1,Chalfont,Steez Stash,https://www.ebay.com/itm/127536988352,99.8,5280,0,0.004,False,Jordan,Nike Air Jordan Spizike Low Men'S Sneaker Shoe Navy White Fq1759-140,New Without Box,Chalfont
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan 9 Retro Boots NRG Black Light Gum AR4491-025 Men's Sizes NEW,Nike Air Jordan 9 Retro Boots NRG Black Light Gum AR4491-025 Men's Sizes NEW,209.98,209.98,True,New with box,New,AR4491-025,AR4491-025,4,Avon,Sneakers and Steals,https://www.ebay.com/itm/397360553499,100,1509,0,0.016,False,Jordan,Nike Air Jordan 9 Retro Boots Nrg Black Light Gum Ar4491-025 Men'S Sizes New,New / Unworn,Avon
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Retro 1 Low White Blue Grey Brown FQ7832-142 Men's Multi Sizes,Nike Air Jordan Retro 1 Low White Blue Grey Brown FQ7832-142 Men's Multi Sizes,99.65,99.65,True,New with box,New,FQ7832-142,FQ7832-142,1,Naples,Duck Walk Sneakers,https://www.ebay.com/itm/257265395941,100,16979,0,0.004,False,Jordan,Nike Air Jordan Retro 1 Low White Blue Grey Brown Fq7832-142 Men'S Multi Sizes,New / Unworn,Naples
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,"Air Jordan Hydro 7 Michigan Wolverines Slippers Slides PE, Size 12 CT7039-407","Air Jordan Hydro 7 Michigan Wolverines Slippers Slides PE, Size 12 CT7039-407",94.94,94.94,True,New with box,New,CT7039-407,CT7039-407,2,Scranton,sneakermarket,https://www.ebay.com/itm/267202201717,99.9,10723,0,0.008,False,Jordan,"Air Jordan Hydro 7 Michigan Wolverines Slippers Slides Pe, Size 12 Ct7039-407",New / Unworn,Scranton
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Air Jordan Retro 11 H Town IO8960-707,Air Jordan Retro 11 H Town IO8960-707,225,225,True,New with box,New,IO8960-707,IO8960-707,1,San Juan,wi8563,https://www.ebay.com/itm/376854655728,,0,0,0.004,False,Jordan,Air Jordan Retro 11 H Town Io8960-707,New / Unworn,San Juan
ebay,Air jordan sneakers,Sneakers,Jordan,Jordan Spizike,Panske nizke cerne antracitove tenisky Jordan Spizike velikost 9 FQ1759 001,Panske nizke cerne antracitove tenisky Jordan Spizike velikost 9 FQ1759 001,9000,9000,True,New with defects,New - Defect,FQ1759,FQ1759,,,ant_665671,https://www.ebay.com/itm/397467341169,,0,0,0,False,Jordan,Panske Nizke Cerne Antracitove Tenisky Jordan Spizike Velikost 9 Fq1759 001,Used / Visible Wear,
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 4,Tamanho 8.5 - Air Jordan 4 cimento vermelho DH6927-161,Tamanho 8.5 - Air Jordan 4 cimento vermelho DH6927-161,15000,15000,True,Seminovo - excelente,Used - Excellent,DH6927-161,DH6927-161,,,tuckskicks,https://www.ebay.com/itm/406645883392,99.6,253,1,10,False,Jordan,Tamanho 8.5 - Air Jordan 4 Cimento Vermelho Dh6927-161,Very Good / Like New,
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Air Jordan 9 Retro Cool Gray White Patent Leather HV4794-011 size 12,Jordan Air Jordan 9 Retro Cool Gray White Patent Leather HV4794-011 size 12,269,269,True,New with box,New,HV4794-011,HV4794-011,,Austin,chrdoug44,https://www.ebay.com/itm/397483701061,100,3,0,0,False,Jordan,Jordan Air Jordan 9 Retro Cool Gray White Patent Leather Hv4794-011 Size 12,New / Unworn,Austin
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Jordan Flight Court White Grey Bright Ceramic Men Casual Shoes IM6665-181,Nike Jordan Flight Court White Grey Bright Ceramic Men Casual Shoes IM6665-181,210,210,True,New with box,New,IM6665-181,IM6665-181,1,Taiwan,Acrossports,https://www.ebay.com/itm/317530631529,99.7,49321,0,0.004,False,Jordan,Nike Jordan Flight Court White Grey Bright Ceramic Men Casual Shoes Im6665-181,New / Unworn,Taiwan
ebay,Air jordan sneakers,Sneakers,Jordan,Air Jordan 7,Jordan 7 Retro Nothing But Net Men's Leather Sneaker White Red 304775-142,Jordan 7 Retro Nothing But Net Men's Leather Sneaker White Red 304775-142,68,68,True,Pre-owned - Good,Used - Good,304775-142,304775-142,,New Braunfels,ove_2627,https://www.ebay.com/itm/397536021958,100,1,0,0,False,Jordan,Jordan 7 Retro Nothing But Net Men'S Leather Sneaker White Red 304775-142,Good / Lightly Used,New Braunfels
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Jordan Max Aura 4 Black Anthracite Leather Athletic Sneakers DN3687-001 Men,Jordan Max Aura 4 Black Anthracite Leather Athletic Sneakers DN3687-001 Men,135,135,True,New with box,New,DN3687-001,DN3687-001,,Hamburg,jpishka_019,https://www.ebay.com/itm/406645724244,100,24,0,0,False,Jordan,Jordan Max Aura 4 Black Anthracite Leather Athletic Sneakers Dn3687-001 Men,New / Unworn,Hamburg
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,NIKE JORDAN True Flight Sneaker (343795-133) - White - Genuine Leather Mid-Top,NIKE JORDAN True Flight Sneaker (343795-133) - White - Genuine Leather Mid-Top,53.91,53.91,True,New with box,New,343795-133,343795-133,3,Saarbrucken,Fronixa,https://www.ebay.com/itm/227031333623,99.2,119,0,0.012,False,Jordan,Nike Jordan True Flight Sneaker (343795-133) - White - Genuine Leather Mid-Top,New / Unworn,Saarbrucken
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Max Aura 2 Black Red White Sneakers CK6636-060 Men Sz NIB,Nike Air Jordan Max Aura 2 Black Red White Sneakers CK6636-060 Men Sz NIB,104.95,104.95,True,New with box,New,CK6636-060,CK6636-060,11,Pottstown,Stockboys Authentic Sneaker Shop,https://www.ebay.com/itm/186672507274,100,1207,0,0.044,False,Jordan,Nike Air Jordan Max Aura 2 Black Red White Sneakers Ck6636-060 Men Sz Nib,New / Unworn,Pottstown
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,JORDAN MENS ONE TAKE 4 BASKETBALL SHOES #DO7193 164,JORDAN MENS ONE TAKE 4 BASKETBALL SHOES #DO7193 164,62.5,62.5,True,Pre-owned - Excellent,Used - Excellent,DO7193,DO7193,,Arlington Heights,bbmartone,https://www.ebay.com/itm/147121523220,100,857,0,0,False,Jordan,Jordan Mens One Take 4 Basketball Shoes #Do7193 164,Very Good / Like New,Arlington Heights
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan Future Low Red White Mens Size 11 Basketball Shoes 718948-601,Air Jordan Future Low Red White Mens Size 11 Basketball Shoes 718948-601,99.99,99.99,True,Pre-owned - Good,Used - Good,718948-601,718948-601,,Pittsburgh,Quality0G,https://www.ebay.com/itm/177802280755,100,1681,0,0,False,Jordan,Air Jordan Future Low Red White Mens Size 11 Basketball Shoes 718948-601,Good / Lightly Used,Pittsburgh
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Jordan Max Aura 7 Shoes Sneakers White/Gym Red/Black HQ2091-106 US 7-12,Nike Jordan Max Aura 7 Shoes Sneakers White/Gym Red/Black HQ2091-106 US 7-12,179.89,179.89,True,New with box,New,HQ2091-106,HQ2091-106,6,seoul,JJHave.store,https://www.ebay.com/itm/267298302943,99.6,6085,0,0.024,False,Jordan,Nike Jordan Max Aura 7 Shoes Sneakers White/Gym Red/Black Hq2091-106 Us 7-12,New / Unworn,Seoul
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan 9 Low G Golf Retro 9 Barons Black-White Mens [FN6930-001],Nike Air Jordan 9 Low G Golf Retro 9 Barons Black-White Mens [FN6930-001],179.99,179.99,True,New without box,New - No Box,FN6930-001,FN6930-001,2,Windermere,NYZCORP Nike Shoes and Apparel,https://www.ebay.com/itm/365976692874,100,49143,0,0.008,False,Jordan,Nike Air Jordan 9 Low G Golf Retro 9 Barons Black-White Mens [Fn6930-001],New Without Box,Windermere
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan Bred Retro 15 Size 10.5 Stlye# 528895-012,Air Jordan Bred Retro 15 Size 10.5 Stlye# 528895-012,91.5,91.5,True,Pre-owned - Excellent,Used - Excellent,528895-012,528895-012,,Everett,sav-7134,https://www.ebay.com/itm/397543840793,99.5,227,0,0,False,Jordan,Air Jordan Bred Retro 15 Size 10.5 Stlye# 528895-012,Very Good / Like New,Everett
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Max Aura 6 'Varsity Red' Men's Basketball Shoes FQ8298-601 NEW,Nike Air Jordan Max Aura 6 'Varsity Red' Men's Basketball Shoes FQ8298-601 NEW,7499,7499,True,New with box,New,FQ8298-601,FQ8298-601,,,Top Sneakers And Beyond,https://www.ebay.com/itm/397211095030,99.9,1552,0,0,False,Jordan,Nike Air Jordan Max Aura 6 'Varsity Red' Men'S Basketball Shoes Fq8298-601 New,New / Unworn,
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Retro 11 Low WMNS IGLOO W Mint AH7860-103 Womens NEW,Nike Air Jordan Retro 11 Low WMNS IGLOO W Mint AH7860-103 Womens NEW,199.9,199.9,True,New with box,New,AH7860-103,AH7860-103,3,Philadelphia,SneakZilla,https://www.ebay.com/itm/226800932832,100,9452,0,0.012,False,Jordan,Nike Air Jordan Retro 11 Low Wmns Igloo W Mint Ah7860-103 Womens New,New / Unworn,Philadelphia
ebay,jordan sneakers,Sneakers,Jordan,Jordan Spizike,[HF8827-100] Mens Air Jordan SPIZIKE LOW 'PSG PARIS SAINT-GERMAIN SAIL INFRARED',[HF8827-100] Mens Air Jordan SPIZIKE LOW 'PSG PARIS SAINT-GERMAIN SAIL INFRARED',159.99,159.99,True,New with box,New,HF8827-100,HF8827-100,1,Jersey City,sneakAR,https://www.ebay.com/itm/286624518185,99.8,211973,0,0.004,False,Jordan,[Hf8827-100] Mens Air Jordan Spizike Low 'Psg Paris Saint-Germain Sail Infrared',New / Unworn,Jersey City
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan B'Loyal White Court Purple Black 315317-115 Men's NBY,Nike Air Jordan B'Loyal White Court Purple Black 315317-115 Men's NBY,100,100,True,New with box,New,315317-115,315317-115,21,Austin,UNIQO SOLE,https://www.ebay.com/itm/305860827987,99.3,31538,0,0.084,False,Jordan,Nike Air Jordan B'Loyal White Court Purple Black 315317-115 Men'S Nby,New / Unworn,Austin
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan 2/3 UNC White Blue Black FD0383-144 Mens New,Nike Air Jordan 2/3 UNC White Blue Black FD0383-144 Mens New,84.99,84.99,True,New with box,New,FD0383-144,FD0383-144,6,Roselle Park,MES Enterprises- Athletes Shop!,https://www.ebay.com/itm/157359579424,99.7,8335,0,0.024,False,Jordan,Nike Air Jordan 2/3 Unc White Blue Black Fd0383-144 Mens New,New / Unworn,Roselle Park
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Jordan Zoom Separate 'Black Gym Red' Men's Basketball Shoes DH0249-001,Jordan Zoom Separate 'Black Gym Red' Men's Basketball Shoes DH0249-001,100,100,True,New with box,New,DH0249-001,DH0249-001,6,Matthews,KickStop Sports,https://www.ebay.com/itm/385073931992,100,795,0,0.024,False,Jordan,Jordan Zoom Separate 'Black Gym Red' Men'S Basketball Shoes Dh0249-001,New / Unworn,Matthews
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Legacy 312 Low White Black Mineral Wolf Grey Men Shoe CD7069-109,Nike Air Jordan Legacy 312 Low White Black Mineral Wolf Grey Men Shoe CD7069-109,168,168,True,New with box,New,CD7069-109,CD7069-109,1,Taiwan,Acrossports,https://www.ebay.com/itm/317587615713,99.7,49321,0,0.004,False,Jordan,Nike Air Jordan Legacy 312 Low White Black Mineral Wolf Grey Men Shoe Cd7069-109,New / Unworn,Taiwan
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Mens Air Jordan Tatum 4/CELTICS-Green Glow-Black (HQ4614-300)/Size: 10M/(NIB),Mens Air Jordan Tatum 4/CELTICS-Green Glow-Black (HQ4614-300)/Size: 10M/(NIB),105,105,True,New with box,New,HQ4614-300,HQ4614-300,,Gallatin,hanw1032,https://www.ebay.com/itm/127649172434,100,15,0,0,False,Jordan,Mens Air Jordan Tatum 4/Celtics-Green Glow-Black (Hq4614-300)/Size: 10M/(Nib),New / Unworn,Gallatin
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan 200E Bred Black Total Orange Chile Red DC9836-086 sz 10.5 Men's,Nike Air Jordan 200E Bred Black Total Orange Chile Red DC9836-086 sz 10.5 Men's,64.39,64.39,True,New with box,New,DC9836-086,DC9836-086,1,Austin,UNIQO SOLE,https://www.ebay.com/itm/305475465139,99.3,31538,0,0.004,False,Jordan,Nike Air Jordan 200E Bred Black Total Orange Chile Red Dc9836-086 Sz 10.5 Men'S,New / Unworn,Austin
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan 9 Low Golf Shoes Charcoal Black Men's Size 9 FJ5934-002,Air Jordan 9 Low Golf Shoes Charcoal Black Men's Size 9 FJ5934-002,99.98,99.98,True,New without box,New - No Box,FJ5934-002,FJ5934-002,,Chula Vista,Dwai_Goodz,https://www.ebay.com/itm/267559370867,100,1788,0,0,False,Jordan,Air Jordan 9 Low Golf Shoes Charcoal Black Men'S Size 9 Fj5934-002,New Without Box,Chula Vista
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Jumpman MVP 678 White Metallic Gold Phantom DZ4475-170 Men's,Nike Air Jordan Jumpman MVP 678 White Metallic Gold Phantom DZ4475-170 Men's,102.29,102.29,True,New with box,New,DZ4475-170,DZ4475-170,33,Austin,UNIQO SOLE,https://www.ebay.com/itm/277216971803,99.3,31538,0,0.132,False,Jordan,Nike Air Jordan Jumpman Mvp 678 White Metallic Gold Phantom Dz4475-170 Men'S,New / Unworn,Austin
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Air Jordan 8 Retro 2025 Bugs Bunny White Red Mens Size 11.5 305381-100,Air Jordan 8 Retro 2025 Bugs Bunny White Red Mens Size 11.5 305381-100,179.99,179.99,True,New with box,New,305381-100,305381-100,,Orlando,The Knight's Supply,https://www.ebay.com/itm/157639817270,99.9,1097,0,0,False,Jordan,Air Jordan 8 Retro 2025 Bugs Bunny White Red Mens Size 11.5 305381-100,New / Unworn,Orlando
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Jordan B Loyal White Red Black Men Casual Shoes 315317-160 Men's Size 12,Nike Jordan B Loyal White Red Black Men Casual Shoes 315317-160 Men's Size 12,89.87,89.87,True,New with box,New,315317-160,315317-160,2,Oroville,BaySolutions,https://www.ebay.com/itm/405658715820,99.9,1195,0,0.008,False,Jordan,Nike Jordan B Loyal White Red Black Men Casual Shoes 315317-160 Men'S Size 12,New / Unworn,Oroville
ebay,jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Air Jordan Fadeaway White Black Grape Basketball Shoes AO1329-100 Men Sizes,Nike Air Jordan Fadeaway White Black Grape Basketball Shoes AO1329-100 Men Sizes,64.97,64.97,True,New with box,New,AO1329-100,AO1329-100,5,Shrewsbury,Masskickss,https://www.ebay.com/itm/226499602521,99.7,3540,0,0.02,False,Jordan,Nike Air Jordan Fadeaway White Black Grape Basketball Shoes Ao1329-100 Men Sizes,New / Unworn,Shrewsbury
