platform,source_category,normalized_category,normalized_Brand,product_family,Product Name,product_title,Price (USD),clean_price_usd,price_valid,raw_condition,normalized_condition,Item model number,raw_sku,normalized_sku,Number of Ratings,Customer Rating,Seller,product url,ASIN,Selected Size,Department,demo_priority_flag,demo_priority_score,demo_eligible
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Men's Court Vision Mid Next Nature Shoes,Nike Men's Court Vision Mid Next Nature Shoes,90,90,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/dp/B09NMGCZ5Z,B09NMGCZ5Z,6,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Unisex Adult Giannis Immortality 4 Basketball Shoes,Nike Unisex Adult Giannis Immortality 4 Basketball Shoes,90,90,True,New,New,,,,,4.5,Amazon.com,https://www.amazon.com/Nike-Gymnastics-Shoes-Sneaker-Platinum/dp/B0DFVNNHYJ/ref=sr_1_62?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-62&xpid=F4H8YxUKZr650,B0DFVNNHYJ,,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Uplift Sc Shoes Sneaker,Nike Women's Uplift Sc Shoes Sneaker,65,65,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/dp/B0F13BB4B3,B0F13BB4B3,5,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Court Legacy Next Nature Shoes,Nike Women's Court Legacy Next Nature Shoes,75,75,True,New,New,,,,,4.3,Amazon.com,https://www.amazon.com/dp/B0F1382379,B0F1382379,5,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's V2K Run Shoes,Nike Women's V2K Run Shoes,104.45,104.45,True,New,New,FD0736-003,FD0736-003,FD0736-003,,4.5,Voadera,https://www.amazon.com/Nike-Womens-FD0736-100-Summit-Metallic/dp/B0CQGQMB1D/ref=sr_1_80?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-80&xpid=F4H8YxUKZr650,B0CQGQMB1D,,womens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,"Nike Men's Air Max Excee Shoes, Black/White-Cool Grey-Wolf Grey, 8","Nike Men's Air Max Excee Shoes, Black/White-Cool Grey-Wolf Grey, 8",100,100,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/Nike-Excee-Sneaker-White-Cool-Grey-Wolf/dp/B0CRXTXJP3/ref=sr_1_61?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-61&xpid=F4H8YxUKZr650,B0CRXTXJP3,,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Womens Air Zoom Vomero 13,Nike Womens Air Zoom Vomero 13,94.95,94.95,True,New,New,922909,922909,,,4.5,NICEDEALS,https://www.amazon.com/Nike-Womens-Low-Top-Sneakers-Black/dp/B0D9676RNH/ref=sr_1_76?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-76&xpid=F4H8YxUKZr650,B0D9676RNH,,womens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Air Max Excee Shoes,Nike Women's Air Max Excee Shoes,99.96,99.96,True,New,New,,,,,4.2,Amazon.com,https://www.amazon.com/dp/B0F2G4KPDC,B0F2G4KPDC,5,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Kids' Sonic Fly Running Shoes,Nike Kids' Sonic Fly Running Shoes,50.97,50.97,True,New,New,,,,,4.3,Amazon.com,https://www.amazon.com/dp/B0F2KQTKTJ,B0F2KQTKTJ,11 Little Kid,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Womens Run Defy Road Running Shoes,Nike Womens Run Defy Road Running Shoes,65,65,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/dp/B0F12JZST5,B0F12JZST5,5.5,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Bella 7 Sneaker,Nike Women's Bella 7 Sneaker,85,85,True,New,New,,,,,4.4,Amazon.com,https://www.amazon.com/dp/B0F2JMNJ7L,B0F2JMNJ7L,5,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Air Max Portal Shoes,Nike Women's Air Max Portal Shoes,115,115,True,New,New,,,,,4.5,Amazon.com,https://www.amazon.com/Nike-Womens-Portal-Sneaker-Black-Sail/dp/B0DJBXMNRD/ref=sr_1_87?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-87&xpid=F4H8YxUKZr650,B0DJBXMNRD,,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Air Force 1,Nike Air Force 1,Nike Air Force 1,114.95,114.95,True,New,New,AJ7280,AJ7280,AJ7280,,4.6,SAN GEORGE USA,https://www.amazon.com/Nike-Force-Black-315122-001-Size/dp/B005UA30LG/ref=sr_1_89?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-89&xpid=F4H8YxUKZr650,B005UA30LG,,mens,1,10,True
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Men's Quest 6 Road Running Shoes,Nike Men's Quest 6 Road Running Shoes,80,80,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/dp/B0D93R39KH,B0D93R39KH,7,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Air Max Nuaxis Shoes,Nike Women's Air Max Nuaxis Shoes,90,90,True,New,New,,,,,4.5,Amazon.com,https://www.amazon.com/dp/B0DCVYXB2K,B0DCVYXB2K,5,,0,0,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 11,Jordan 11 Retro Low Ie,Jordan 11 Retro Low Ie,,,False,New,New,919712,919712,,,4.8,SF0 Athletics,https://www.amazon.com/dp/B0BJ7HPMBM,B0BJ7HPMBM,8.5,mens,1,10,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Men's Winflo 11 Road Running Shoes,Nike Men's Winflo 11 Road Running Shoes,88.97,88.97,True,New,New,,,,,4.6,Amazon.com,https://www.amazon.com/Nike-Winflo-Running-FJ9509-001-Anthracite/dp/B0D2DHXPKW/ref=sr_1_83?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-83&xpid=F4H8YxUKZr650,B0D2DHXPKW,,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Air Max 270,Nike Men's Air Max 270 Sneaker,Nike Men's Air Max 270 Sneaker,159.99,159.99,True,New,New,,,,,4.4,Wise Sneakers,https://www.amazon.com/dp/B078WZBDQF,B078WZBDQF,6,mens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Unisex-Child Air Max Nova Shoes,Nike Unisex-Child Air Max Nova Shoes,67,67,True,New,New,,,,,4.7,Amazon.com,https://www.amazon.com/Nike-Sneaker-White-Unisex-Little/dp/B0F18HN1HQ/ref=sr_1_95?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-95&xpid=F4H8YxUKZr650,B0F18HN1HQ,,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Dunk,Nike Women's Dunk Low Retro Sneaker,Nike Women's Dunk Low Retro Sneaker,88,88,True,New,New,,,,,4.5,NextGen Ecom,https://www.amazon.com/Nike-Retro-DD1391-Black-White/dp/B08QBLBWK7/ref=sr_1_91?dib=eyJ2IjoiMSJ9.qmJ3Tn7175100cazIcBHIsFWNW9fItmHww_S1aIgkJ193SbX7WFhPs4sSPI08_zb88pSUmcpwytx6tneCRuo2m-NKxJaiYQy1mqMRhLk8yH2VL2Ece5EonFdpVVCNGcTKAS1u2R62lOL-Tkf_qiCbTGZQz0hmlsQc_Zrq6pi0aqyHuRhpdiJXeTojHxKEIUnnrz4gBWGd95TlFzZFVjkHLqWw7nLqTP7xiwC151BVKIB_j1b8dMudojGKaabGlWZJ1-rJc9vCIAP7FAZNzN2l7aLvszLOJmkkGPWyxd2EjI.tcRKMQHNg7UwLWBb4r3QxehLhGqvyNcmrt3O6dFnV8k&dib_tag=se&keywords=Nike+sneakers&qid=1768301217&sr=8-91&xpid=F4H8YxUKZr650,B08QBLBWK7,7,womens,1,10,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Mens Football,Nike Mens Football,138.99,138.99,True,New,New,CJ0861-120,CJ0861-120,CJ0861-120,,4.6,RMS CO.,https://www.amazon.com/dp/B0C65Z4XX6,B0C65Z4XX6,8,unisex-adult,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Cortez,Nike Men's Cortez Sneakers,Nike Men's Cortez Sneakers,85.5,85.5,True,New,New,DM4044-108,DM4044-108,DM4044-108,,4.6,Sole_Secret,https://www.amazon.com/dp/B0D1YFFQHD,B0D1YFFQHD,7,,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Mens Basketball,Nike Mens Basketball,78.97,78.97,True,New,New,DR7882,DR7882,DR7882,,4.4,,https://www.amazon.com/dp/B0BL6WTBWB,B0BL6WTBWB,6,mens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Men's Ja 2 Nightmare Basketball Shoes,Nike Men's Ja 2 Nightmare Basketball Shoes,80.55,80.55,True,New,New,HQ2638-600,HQ2638-600,HQ2638-600,,4.6,DCZAPATOS,https://www.amazon.com/Basketball-FD7328-403-Beyond-Celestial-Apricot/dp/B0F22CB4TC/ref=sr_1_112?dib=eyJ2IjoiMSJ9.55IDT1dVWuIiV2hGJkS_1QiQqp-RpR6V9VzIG5QOX3kHCplQPLSgq2QbWcXWZbgBiA7cE1phCyE4-QaLd_UefRXMKsIdupavGV1CW8bgLHaL_g-BZpuZ62xM_NXm-JJsTv9CYZoUqHXIP2malCAwjPdUirPO_PsibZOQuYwFM9FrX4EpaEf69xSLtxFhctgM-qaWVIm6ZU8h1aOUtlcIAqDi4mtJFNIUurTfxsbrLseGxsXna6KG-4XPoOMzR2UgFxgJVuoI4lZkHqL5rxYjtKgS2X_Ee_hsNG5VsaF3oaM.PCCF0Za9YKa03HrM0vqSrqUyGsfmngjDQstD4qQgvrg&dib_tag=se&keywords=Nike+sneakers&qid=1768301229&sr=8-112&xpid=F4H8YxUKZr650,B0F22CB4TC,,mens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Mens Sport,Nike Mens Sport,102.26,102.26,True,New,New,537384,537384,,,4.5,ShoeHub USA,https://www.amazon.com/Nike-Pegasus-Running-White-Fog-Particle/dp/B0B6C3C334/ref=sr_1_121?dib=eyJ2IjoiMSJ9.55IDT1dVWuIiV2hGJkS_1QiQqp-RpR6V9VzIG5QOX3kHCplQPLSgq2QbWcXWZbgBiA7cE1phCyE4-QaLd_UefRXMKsIdupavGV1CW8bgLHaL_g-BZpuZ62xM_NXm-JJsTv9CYZoUqHXIP2malCAwjPdUirPO_PsibZOQuYwFM9FrX4EpaEf69xSLtxFhctgM-qaWVIm6ZU8h1aOUtlcIAqDi4mtJFNIUurTfxsbrLseGxsXna6KG-4XPoOMzR2UgFxgJVuoI4lZkHqL5rxYjtKgS2X_Ee_hsNG5VsaF3oaM.PCCF0Za9YKa03HrM0vqSrqUyGsfmngjDQstD4qQgvrg&dib_tag=se&keywords=Nike+sneakers&qid=1768301229&sr=8-121&xpid=F4H8YxUKZr650,B0B6C3C334,,mens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Dunk,Nike Dunk Low Big Kids' Shoes (Black/Cacao Wow/Coconut Milk/British Tan),Nike Dunk Low Big Kids' Shoes (Black/Cacao Wow/Coconut Milk/British Tan),79.01,79.01,True,New,New,FB9109-006,FB9109-006,FB9109-006,,4.9,NATURAL SHOES,https://www.amazon.com/dp/B0FHC1BRQ2,B0FHC1BRQ2,3.5 Big Kid,boys,1,10,True
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan True Flight Men's Shoes,Jordan True Flight Men's Shoes,,,False,New,New,342964140,342964140,,,4.5,ANI COMMERCE,https://www.amazon.com/Jordan-True-Flight-White-Black/dp/B0D5FQMGC5/ref=sr_1_292?dib=eyJ2IjoiMSJ9.j2xIU45DcTZUsn6c_hBawRocVXbPZDTXTJJb6gGzyPiQZRZ-wsiGv4uTortKp9BLVYRy5v4yvCUZSWpqZ3xy-Yx26-9LBHH6cVqG2umcKuG1D-4mPH5W5qT21F1Hmjpgvu2Hjq2Ze3zpcCwfTAZ9PvTEKc8-ZEs40CJAn2Qwe6uYX4qE9R2j_GvTqOH2tBzXnQFovwWWWeLfRmzxHN6r-tMBYjhzjki0Ae3_xVC2Vi5XWksIb6TxfTMQTKHGq7qQrf7hCUHtSaNDXBvrJlSTlg.bLseglOMQ1Yq00kP4CXnlzmLgtE1q3hK-1R6Iy-r98c&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597817&sr=8-292&xpid=9wbIeO2E2wuAq,B0D5FQMGC5,12,mens,0,0,False
amazon,Jordan sneakers,Sneakers,Jordan,Jordan Sneakers,"Nike Jordan Youth Air 1 Low GS 553560 163 - Size 7Y, 7 Big Kid","Nike Jordan Youth Air 1 Low GS 553560 163 - Size 7Y, 7 Big Kid",,,False,New,New,553560163,553560163,,,3.4,Stadium Goods,https://www.amazon.com/Jordan-Youth-Air-Low-553560/dp/B0B3T9W16M/ref=sr_1_116?dib=eyJ2IjoiMSJ9.nNqhO0JBry4eBiK0qFvhe60K3XeDJYDgs2IQzFpG3m86H0h9Lc6kd_Iou1o7Cvuny4qlbOdFrZml7QSPPuLPk6yddAoBaifU_j1YhJJOZTX65I9sBRDpIsjT3CSpX5W2rclUCQvvgAKwbIj0DqJFzaPSDHwbgdHaUv5LT8VcqxSszR1YhFOeraqscbE9SMLmGoo362pOOXQjgoOKMgBSOFPCEH69RFRGl9MQGhirUpECIgQug-1JO5fc-fnYcGnOZus6rFj-0x_snPeyAeIg4NIz6AFZQ2DYZMC0hffInHk.EqzhQFzmJA2T2u_D_0gmF6AlwY-_vcIGYVZOveNx4qg&dib_tag=se&keywords=Jordan+sneakers&qid=1769598870&sr=8-116&xpid=7IryzEdmOwZYj,B0B3T9W16M,,boys,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Women's Court Legacy Next Nature Shoes,Nike Women's Court Legacy Next Nature Shoes,75,75,True,New,New,,,,,4.3,Amazon.com,https://www.amazon.com/dp/B09NMG5MQ6,B09NMG5MQ6,5,,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Boy's Air 6 Retro Low (Big Kid),Jordan Boy's Air 6 Retro Low (Big Kid),,,False,New,New,768878061,768878061,,,4.2,BrotherAJ1,https://www.amazon.com/Jordan-Air-Retro-Low-Big/dp/B0C5X6247P/ref=sr_1_287?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-287&xpid=9wbIeO2E2wuAq,B0C5X6247P,6 Big Kid,boys,0,0,False
amazon,Jordan sneakers,Sneakers,Jordan,Jordan Sneakers,Nike Jordan Jumpman Team 2 Mens Shoes,Nike Jordan Jumpman Team 2 Mens Shoes,,,False,New,New,819175106,819175106,,,4.6,east fashion inc,https://www.amazon.com/Jordan-Textile-Synthetic-Concord-Trainers/dp/B07K87JQXT/ref=sr_1_7?dib=eyJ2IjoiMSJ9.pNQ7oQ7pT6XCCzH87Ipl4vyHAODAEW049lNMbkeIoDjhIPQqyz_bWCH5ZNMddOrHqy1ZKBNH8Z98nucnnL8m2m5ogS_votnF7ZOs8duyFaypraXoLzrxqYZDaEKcMVRbDvTNyCqesg0aVSdjMPm8qWjhg4vI4mvtqwFsQtFEiMbZuovQ593JizkfF-J9Qr86xofEi-2yC1wFom_uHy7fwgB3RPPixFpxFVQ3oZ7z7RACp9N2MRWlbMmOHJw3Lgc-BtBl3o51f2lrFfPFN_RGUy6NPotjX87ofAHu-LpUg6Q.BD5pgzTYnpZR_DvU5Fk1rJh_6Vw2KY6uJheEDsGH6Ds&dib_tag=se&keywords=Jordan+sneakers&qid=1769198115&sr=8-7,B07K87JQXT,10,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mens Low ""Legend Blue"" Shoes","Air Jordan 1 Mens Low ""Legend Blue"" Shoes",,,False,New,New,1068979328,1068979328,,,4.7,wonder ebuy inc,https://www.amazon.com/Jordan-Mens-White-Legend-FZ2138/dp/B0DMV58SPP/ref=sr_1_231?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-231&xpid=9wbIeO2E2wuAq,B0DMV58SPP,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Men's Air Ship PE SP Summit White/Gunsmoke (DZ3497 100) - 8,Jordan Men's Air Ship PE SP Summit White/Gunsmoke (DZ3497 100) - 8,,,False,New,New,1069373277,1069373277,,,,Stadium Goods,https://www.amazon.com/Jordan-Summit-White-Gunsmoke-DZ3497/dp/B0D1XB5SZ1/ref=sr_1_192?dib=eyJ2IjoiMSJ9.dW7uN_-uqVtG34xNnTWLmPgaGdTF5XGbZDxrwYJb4rY2XeGdAWt_9X5_hPBUPz0FZQXLaz4HO6Q7uc5sujHjke-XEqO55fdWxlEZdl90kluS-3PdkjFj57IfmqBJIiN6W_ozMZcc8-027xpkNqLxtZGw79oOp8peOW7YTl0QbKbB2Z86ARQE1DY5bBlc6wB361fVvUwotIgwdBGQNlgNrPQ0TQnOltpLnBO2c5yxgppNuxQeh2DRV6e_ciSNg4_OEmfO0Dnrr6pjK146Odq7SgKh_AcweO05XE3blj6Rf7E.oH-YA9Od4z0-58RwPXCbk2lCJr8kw8_-_zSTq3V45Hk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303139&sr=8-192&xpid=VT6rjyCaKyjMi,B0D1XB5SZ1,,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 12,Nike Boys Jordan 12 Retro (Ps),Nike Boys Jordan 12 Retro (Ps),,,False,New,New,151186 057,151186 057,,,4.5,Krome Essentials,https://www.amazon.com/Nike-Jordan-Youth-153265-Royalty/dp/B09K3S8J7H/ref=sr_1_240?dib=eyJ2IjoiMSJ9.TMWZcnLW36CihWWtphZpoEuAAp8PU9ADHuxnKXTS5FMk4dNz2wN9rc-XgbwDAxUwX1AOsjqlRVkVCiKpY8SNVv5me-gYgPwYd5jLyD2sGxRVh-B4HfEm3iie7B-KzK6vecKv_BHaAB1VHXPAu5LOgVPAciONXtvnEtlI2tslTQwjIev0jldh_HU9mF2As2vi3tg2x0P8t90GE00-QPf6sSnu7zZBgKzZ7ZTccSaEKmBhZ8mNhxiPVL6v4oKHFcf9muBuUfkHIAwFDA8UKIb8vcayLxhnwp7i_aQuSMhFtJU.AY9q-Q4zdN8qM-H5MvpgUaq1IlC1tsPhtOgxZVZ6PDE&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303153&sr=8-240&xpid=VT6rjyCaKyjMi,B09K3S8J7H,,unisex-child,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 4,Nike Kids' Air Jordan 4 Retro Grade School Shoes,Nike Kids' Air Jordan 4 Retro Grade School Shoes,,,False,New,New,151186 112,151186 112,,,4.2,Kix n Gigglez,https://www.amazon.com/dp/B0FHJSZN41,B0FHJSZN41,11 Little Kid,baby-boys,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 4,Nike Kids' Air Jordan 4 Retro Grade School Shoes,Nike Kids' Air Jordan 4 Retro Grade School Shoes,,,False,New,New,151186 112,151186 112,,,4.4,Kix n Gigglez,https://www.amazon.com/Kids-Jordan-Retro-High-Reimagined/dp/B0FBFVWLWP/ref=sr_1_73?dib=eyJ2IjoiMSJ9.75t4b5dfR5CCp6_zX4PL2K5AlWBgYeHYwON48g82jgvKGTiNk-3Q-k5n_NrERJSR8fILssUh3PR3c3gpYHXyNJtJ70wfKENDTG89bujQJWFU0L35SZPXIzyfmNaSzE1MxbSina7f0MXnVhZAfmIwibeRv6K8WBpxDeikuvFY7ys51kR4iTQzDUBED-gcBYnoYjc9fgSYh1YmQUpEdnkXxFGXs-z2zUCdVFD-guXtpyIn8K3Wn6unyjTUPVR9AmGCl6bQdmQpYBRW7uYAc_5Ak7oaFqy_lKSYT7zb836byRo.MA_ve6EBn9phj2Lrq_fRmgcaw7Gd2IEjws-FmOBmFNU&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303116&sr=8-73&xpid=VT6rjyCaKyjMi,B0FBFVWLWP,,baby-boys,1,10,False
