platform,source_category,normalized_category,normalized_Brand,product_family,Product Name,product_title,Price (USD),clean_price_usd,price_valid,raw_condition,normalized_condition,Item model number,raw_sku,normalized_sku,Number of Ratings,Customer Rating,Seller,product url,ASIN,Selected Size,Department,demo_priority_flag,demo_priority_score,demo_eligible
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Jordan 1 Mid Men's Shoes,Jordan 1 Mid Men's Shoes,,,False,New,New,DQ8426,DQ8426,DQ8426,,4.7,ShopSW,https://www.amazon.com/Jordan-nike-Shoes-Purple-DQ8426/dp/B0CDCQZR8T/ref=sr_1_288?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-288&xpid=9wbIeO2E2wuAq,B0CDCQZR8T,9,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Mens Air 1 High OG 555088 711 Taxi - Size 10,Jordan Mens Air 1 High OG 555088 711 Taxi - Size 10,,,False,New,New,DQ8426,DQ8426,DQ8426,,5,The Best Brand,https://www.amazon.com/Jordan-Mens-High-555088-Taxi/dp/B0B9QSKHB2/ref=sr_1_276?dib=eyJ2IjoiMSJ9.0EWwqvVvgrcPHa4OkVg_rp02vWVGHMQa2gDw1lX99kTchL61tefRumHbaZnZCXui6u200aPtti00OaB6AHJToksn4Z4bsKWdev0IfnsydFzOeRFvXstcnR0D3an65jPIKbqSDa8By8132tcTYyblVSOZyrFDmM0pcKoD0Y70hnSLpLy-yhtTVJSA-lmEzUSolVfvlmErC80cAIPvejWCTdvzGyioMsV0FuITxfrD9mUg4jg4iySX39Ptaym4AHVElEPD5RIKchLhNWaILCTwpQtF0dqq-p0wN1zNFS1E2OQ.FUAz8pGBBcmBhgPP5SxnKdB0-Tiah8sm8n7qQ-mb9V4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197507&sr=8-276&xpid=1s_YYW3qmJhf2,B0B9QSKHB2,,unisex-adult,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mid Men's Shoes (DQ8426-001, Black/White/Iron Grey) Size 9","Air Jordan 1 Mid Men's Shoes (DQ8426-001, Black/White/Iron Grey) Size 9",,,False,New,New,DQ8426-001,DQ8426-001,DQ8426-001,,,Ever Onwards Store,https://www.amazon.com/Jordan-Shoes-DQ8426-001-Black-White/dp/B0DJMMP2XX/ref=sr_1_136?dib=eyJ2IjoiMSJ9.yava-ArJgKFvjuxWksKvFGRczXX8yOHVFuGb02zkI1J4SN4Qkde2QtHpHkpxO5ICKNerkBMN0zQcPRmfDy0spanemMMiJpdSnfqQA4Lhhg52_ocCdxAuo_j4UU9uTzuv0wj489LOGcvX4VzGLXYA6-CzfyOdnpx90Jux1fNC1euB7GB-3d4OdqkHU0Sci24QfyAoHHLaZqyDqBQEmcBxay2Fn_9U8dklOgL3e3hmrIOk5m9JoxKfryts5wSodMv5_zJglWTiv_1m_-uWvtbXOfxcdQLqGbK1Rad9PlMfyPI.uTHRyCfCA_4qid2Fw6K7uSfJ6C7240qdQiy_nn6Z-7w&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597699&sr=8-136&xpid=9wbIeO2E2wuAq,B0DJMMP2XX,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mid Men's Shoes (DQ8426-010, Black/Summit White/Off Noir) Size 13","Air Jordan 1 Mid Men's Shoes (DQ8426-010, Black/Summit White/Off Noir) Size 13",,,False,New,New,DQ8426-010,DQ8426-010,DQ8426-010,,3.4,j.j.sneaker corner,https://www.amazon.com/Jordan-Shoes-DQ8426-010-Black-Summit/dp/B0DSLWM2CF/ref=sr_1_245?dib=eyJ2IjoiMSJ9.gN9055O8nmnC8CYnJRMojPNXAtWpIKFExFQaZwFapxqxTY1ei_P8a-olGr0PYPOx4wq5_Wm2fbsb0MWICeXdlqGssII65WGiVARXFcfTaVHjP31STq7BoBz5mJYX-dlOmG2RSApdtH53eqwHI253pn3dwSG3QdGw74M8z4RqutCkpu3u16DMCi5LeQ1lmXB2oj-TUeGjW53Q9VRglMdjZfa2OIzKGfaXE4CcouLwrxpCOwHG_TujaxlYK5amKVkQJpBU2HYMdPz-8EbdrwNPPnWaTXuon_c5y8V9hwEKMy0.syVoClS3bR02mqJzn1eilaWJHQxjv4RSDCTd58gvx3Y&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303165&sr=8-245&xpid=VT6rjyCaKyjMi,B0DSLWM2CF,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Men's 1 Mid White/Midnight Navy-Wolf Grey (DQ8426 104),Jordan Men's 1 Mid White/Midnight Navy-Wolf Grey (DQ8426 104),,,False,New,New,DQ8426061,DQ8426061,DQ8426061,,4.7,Plain Gear,https://www.amazon.com/dp/B0D8DGCQBH,B0D8DGCQBH,8.5,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Men's Air Jordan 1 Mid Shoes,Nike Men's Air Jordan 1 Mid Shoes,,,False,New,New,DQ8426 067,DQ8426 067,DQ8426067,,4.8,H&H Sellers,https://www.amazon.com/dp/B0DV7K2HCS,B0DV7K2HCS,11.5,mens,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Men's Air Jordan 1 Mid Shoes,Nike Men's Air Jordan 1 Mid Shoes,,,False,New,New,DQ8426 067,DQ8426 067,DQ8426067,,4.8,NATURAL SHOES,https://www.amazon.com/dp/B0DV7H1Y2S,B0DV7H1Y2S,7,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mid Men's Shoes (DQ8426-067, Black/Summit White/Varsity Red) Size 13","Air Jordan 1 Mid Men's Shoes (DQ8426-067, Black/Summit White/Varsity Red) Size 13",,,False,New,New,DQ8426-067,DQ8426-067,DQ8426-067,,,TSoles,https://www.amazon.com/dp/B0DV7JQ137,B0DV7JQ137,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Air Jordan 1 Mid Men's Shoes (DQ8426-067, Black/Summit White/Varsity Red) Size 8","Air Jordan 1 Mid Men's Shoes (DQ8426-067, Black/Summit White/Varsity Red) Size 8",,,False,New,New,DQ8426-067_41,DQ8426-067_41,DQ8426-067-41,,5,LCH Distribution,https://www.amazon.com/Jordan-Shoes-DQ8426-067-Summit-Varsity/dp/B0DV7GZBW9/ref=sr_1_127?dib=eyJ2IjoiMSJ9.yava-ArJgKFvjuxWksKvFGRczXX8yOHVFuGb02zkI1J4SN4Qkde2QtHpHkpxO5ICKNerkBMN0zQcPRmfDy0spanemMMiJpdSnfqQA4Lhhg52_ocCdxAuo_j4UU9uTzuv0wj489LOGcvX4VzGLXYA6-CzfyOdnpx90Jux1fNC1euB7GB-3d4OdqkHU0Sci24QfyAoHHLaZqyDqBQEmcBxay2Fn_9U8dklOgL3e3hmrIOk5m9JoxKfryts5wSodMv5_zJglWTiv_1m_-uWvtbXOfxcdQLqGbK1Rad9PlMfyPI.uTHRyCfCA_4qid2Fw6K7uSfJ6C7240qdQiy_nn6Z-7w&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597699&sr=8-127&xpid=9wbIeO2E2wuAq,B0DV7GZBW9,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid White/Black-Light Smoke Grey,Air Jordan 1 Mid White/Black-Light Smoke Grey,,,False,New,New,DQ8426-101,DQ8426-101,DQ8426-101,,4.9,e_Lifestyle,https://www.amazon.com/dp/B0FHC2HWTR,B0FHC2HWTR,9.5,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid White/Black-Light Smoke Grey,Air Jordan 1 Mid White/Black-Light Smoke Grey,,,False,New,New,DQ8426-101,DQ8426-101,DQ8426-101,,4.9,tzj distribution,https://www.amazon.com/dp/B0FHC1VDQ1,B0FHC1VDQ1,10,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid Men's Shoes (White/University Red/Neutral Grey/Deep Royal Blue),Air Jordan 1 Mid Men's Shoes (White/University Red/Neutral Grey/Deep Royal Blue),,,False,New,New,DQ8426-102,DQ8426-102,DQ8426-102,,3,Sneaks R Us,https://www.amazon.com/dp/B0FMLDVG3J,B0FMLDVG3J,7,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Nike Air 1 Mid Men's Shoes,Jordan Nike Air 1 Mid Men's Shoes,,,False,New,New,DQ8426103,DQ8426103,DQ8426103,,4.6,South Central Supply Co,https://www.amazon.com/dp/B0CYYFXL1C,B0CYYFXL1C,8,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,Jordan Nike Air 1 Mid Men's Shoes,Jordan Nike Air 1 Mid Men's Shoes,,,False,New,New,DQ8426103,DQ8426103,DQ8426103,,4.5,Stadium Goods,https://www.amazon.com/Nike-Jordan-Grey-Fire-Footwear-Numeric/dp/B0CTXWQRFW/ref=sr_1_141?dib=eyJ2IjoiMSJ9.gLZLTlBqcDV8XGrPTDex7TXxc7tmHc8MLSimxyR5tHoBjq_d2f7sMoQzTH8qgkozXgbpIJM6iSX442MpPL5VWn4yLFc-ofRuwYYALWZG5PcAXCGsoG0L1qV2p7WX936LLToH5sb0uiRyFf3TXsybKIPhKw-3e3Fvr_5jfz0jF4vDGYChI72NRtU0_-xwKHPPF_0hiKKP3qoPa3aUn6q418RHDm7mnoLXnoyVpI8IlebjYYds1u4upgOA75q3edv947sVi7-F6XjFrrrodrDwW201XCcBGHPwzamMhZ_Jf0o.R17Ew4oDzvc8gqS3aGPUd8nhGZoDEaCjWdemRs8ffHk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303127&sr=8-141&xpid=VT6rjyCaKyjMi,B0CTXWQRFW,10.5,mens,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Men's Air Jordan 1 Mid Shoes,Nike Men's Air Jordan 1 Mid Shoes,,,False,New,New,DQ8426-142,DQ8426-142,DQ8426-142,,4.8,Stadium Goods,https://www.amazon.com/dp/B0DYZ42HHS,B0DYZ42HHS,8,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Men's Air Jordan 1 Mid Shoes,Nike Men's Air Jordan 1 Mid Shoes,,,False,New,New,DQ8426-142,DQ8426-142,DQ8426-142,,4.7,Stadium Goods,https://www.amazon.com/dp/B0DV7GS8FG,B0DV7GS8FG,8.5,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid Men's Shoes (Blue Void/Summit White/Hot Lava/Pure Platinum),Air Jordan 1 Mid Men's Shoes (Blue Void/Summit White/Hot Lava/Pure Platinum),,,False,New,New,DQ8426-403,DQ8426-403,DQ8426-403,,4.6,ANI COMMERCE,https://www.amazon.com/dp/B0FHJD4TPZ,B0FHJD4TPZ,7.5,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""","AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""",,,False,New,New,DQ8426 801,DQ8426 801,DQ8426801,,5,The Most Hated Footwear Haven,https://www.amazon.com/AIR-JORDAN-MID-STARFISH-BLACK-WHITE-SAIL/dp/B0FHC1Q9SY/ref=sr_1_232?dib=eyJ2IjoiMSJ9.xCeBKNWehiwsvgUvJmDBIef2bNP_E1hsHjZml2VRUsWXJEbxKsrBxE71Yc2-Ez_UY0Nph_E1V4E43Rwc6RMN0OA_3dBsh4T8kkLNhGO2v4_gBQmstQP5PgRsRftsqVbj3Q-acGkCk8Kz4U88y6bPaKSman0qdfLeuD7oAGAMZL_DS3fHoqaQgikg6OFVejDH4AgwKcWjbTuRIsO4MXRbU52VrSmfcv0cd4H2cXdsh-_A0d-wB8_PI-ZpL5i6TUD8fGJnsbfVq5zBDVW2AlMu5I5bWjH-CEb3yuA9KzT5KWg.XSXnO-p8zgQw6uvooZWfYENNPHd3CUBGfKY57jgnol4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597734&sr=8-232&xpid=9wbIeO2E2wuAq,B0FHC1Q9SY,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""","AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""",,,False,New,New,DQ8426 801,DQ8426 801,DQ8426801,,5,Apex Trading NY Inc,https://www.amazon.com/AIR-JORDAN-MID-STARFISH-BLACK-WHITE-SAIL/dp/B0FHBYX7DB/ref=sr_1_250?dib=eyJ2IjoiMSJ9.uTEo0udEMx8DCB6s9H3WIvpT5ZBT7P6l9kCnrhSS8sy7ZAhKuGorxK167_l308M-eV-hSuH4UqpxFfHXkQcN9uANa9egRJFCJXt0yXgUnSMw83PlPudcBXfsz-w14nA_zkmhIjuHNt6oK2UjtQv0tGDN5Ah4Y9tP0esTGJgQ623Ma2faRwY_diHw1-jDm3OHLQOqwK3iWqihfYmkamSlLtryBgFuXdqu5gNiC2nqnaPMRaINisW8U15f1WCYt3lR7o1RW15iHgtzHLiJx29SvgwN0GPSme995LVV65YZi-g.DZ7qQvRczrcHwz76nKjowNaZe3vECfZEc1WiKSLWjQ8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597806&sr=8-250&xpid=9wbIeO2E2wuAq,B0FHBYX7DB,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid Starfish,Air Jordan 1 Mid Starfish,,,False,New,New,DQ8426 801,DQ8426 801,DQ8426801,,4,Stadium Goods,https://www.amazon.com/Air-Jordan-1-Mid-Starfish/dp/B0FHBZN8W4/ref=sr_1_174?dib=eyJ2IjoiMSJ9.hpoQ8Z3_yJ75k0BSlNpppuWOq0z6iQEgHfkFE4TDDyWK6Ai7_drbmXx9Vonxoqv2HMTMqYFD5c8Hc-J2z8y0ENNnithCVCy5ThjzY6zgECl7HmuP3RhBeRnF575JI6OQImdzK5DjG6UBO3_FETDzvb_6jm9QQSUOTcqDyqy1z2S1FucseSF16csgZ9vCTGLy1yQdA4betNKTQm7F66cLzWp9sqpm5a3u3utMvv2pgSnm47IAYSg_-S6DLcZgKO6cDSOJuKA-ifa6zkl9zN7gqG0kkA0M19JWRJ7BRjZZctQ.dWxCt-F6olv8xgkMGZ3tZ7RX6zARm2EdKfU-sYLKPjI&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197484&sr=8-174&xpid=1s_YYW3qmJhf2,B0FHBZN8W4,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""","AIR JORDAN 1 MID ""STARFISH/BLACK-WHITE-SAIL""",,,False,New,New,DQ8426 801,DQ8426 801,DQ8426801,,3.4,Sole_Secret,https://www.amazon.com/AIR-JORDAN-MID-STARFISH-BLACK-WHITE-SAIL/dp/B0FHBZQYHK/ref=sr_1_288?dib=eyJ2IjoiMSJ9.0EWwqvVvgrcPHa4OkVg_rp02vWVGHMQa2gDw1lX99kTchL61tefRumHbaZnZCXui6u200aPtti00OaB6AHJToksn4Z4bsKWdev0IfnsydFzOeRFvXstcnR0D3an65jPIKbqSDa8By8132tcTYyblVSOZyrFDmM0pcKoD0Y70hnSLpLy-yhtTVJSA-lmEzUSolVfvlmErC80cAIPvejWCTdvzGyioMsV0FuITxfrD9mUg4jg4iySX39Ptaym4AHVElEPD5RIKchLhNWaILCTwpQtF0dqq-p0wN1zNFS1E2OQ.FUAz8pGBBcmBhgPP5SxnKdB0-Tiah8sm8n7qQ-mb9V4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197507&sr=8-288&xpid=1s_YYW3qmJhf2,B0FHBZQYHK,,mens,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Air Jordan 1 Mid Starfish,Air Jordan 1 Mid Starfish,,,False,New,New,DQ8426 801,DQ8426 801,DQ8426801,,5,Sole_Secret,https://www.amazon.com/Air-Jordan-1-Mid-Starfish/dp/B0FHC2WLH7/ref=sr_1_154?dib=eyJ2IjoiMSJ9.7zPqMkcOAJeBcCRSIi2nCF66F5ZrR0X2niwUSE8zbMXrqpAOelMwqdPOqk9tpDIvFO2O4CAQ69hxhQSXyIxrFqlcpatJVy_NijK6qU5ZjxZ1PINnefhxLXLhmsQV3rffcx6G2fiMriu1n0F0SBEr2fsU6gtkJKGiRhZQBlgq3u8fR9y2uyh9NVBeYNTidFAkTaj612b-XI76VAsmJFUQFZo7bkmTo1cepUdcB8Oar7besREPCd1JF5sWqbIpVh3VeCui2Z9YOJFZuiZWG-ppe0pEx7hoRtmCQqRQusA9-0w.IJVIkcKJ92oZoXaJBvt4VQdMwsZatDNBvusIDbQs_Yk&dib_tag=se&keywords=Jordan+sneakers&qid=1769198154&sr=8-154&xpid=nXjk8ayRGkN3X,B0FHC2WLH7,,mens,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Jordan Sneakers,"Jordan Zion 3 Men's Shoes (DR0675-106, White/University RED/Cement Grey)","Jordan Zion 3 Men's Shoes (DR0675-106, White/University RED/Cement Grey)",,,False,New,New,DR0675103,DR0675103,DR0675103,,4.4,BrotherAJ1,https://www.amazon.com/dp/B0CWS7K8BT,B0CWS7K8BT,9,mens,0,0,False
amazon,Nike sneakers,Sneakers,Nike,Nike Sneakers,Nike Kids' Star Runner 3 Sneakers,Nike Kids' Star Runner 3 Sneakers,59.99,59.99,True,New,New,DA2777-003,DA2777-003,DA2777-003,,4.5,J&E Ventures,https://www.amazon.com/dp/B098F71M8S,B098F71M8S,1.5 Big Kid,unisex-child,0,0,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan Sneakers,"Jordan Men's 1 Mid Se Craft Sneaker, Obsidian/White-french Blue, 10.5","Jordan Men's 1 Mid Se Craft Sneaker, Obsidian/White-french Blue, 10.5",,,False,New,New,DR8868 400,DR8868 400,DR8868400,,4.8,ShopSW,https://www.amazon.com/Jordan-Craft-Mens-Shoes-Size-10-5/dp/B0BNNQT14J/ref=sr_1_190?dib=eyJ2IjoiMSJ9.dW7uN_-uqVtG34xNnTWLmPgaGdTF5XGbZDxrwYJb4rY2XeGdAWt_9X5_hPBUPz0FZQXLaz4HO6Q7uc5sujHjke-XEqO55fdWxlEZdl90kluS-3PdkjFj57IfmqBJIiN6W_ozMZcc8-027xpkNqLxtZGw79oOp8peOW7YTl0QbKbB2Z86ARQE1DY5bBlc6wB361fVvUwotIgwdBGQNlgNrPQ0TQnOltpLnBO2c5yxgppNuxQeh2DRV6e_ciSNg4_OEmfO0Dnrr6pjK146Odq7SgKh_AcweO05XE3blj6Rf7E.oH-YA9Od4z0-58RwPXCbk2lCJr8kw8_-_zSTq3V45Hk&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1768303139&sr=8-190&xpid=VT6rjyCaKyjMi,B0BNNQT14J,,mens,0,0,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Air Jordan 1 Retro Low OG - White / University Red / White,Nike Air Jordan 1 Retro Low OG - White / University Red / White,,,False,New,New,DR9748 060,DR9748 060,DR9748060,,4.5,Dallas Texas Co,https://www.amazon.com/AIR-JORDAN-Low-Shoes-Size/dp/B0CLH8KFLZ/ref=sr_1_252?dib=eyJ2IjoiMSJ9.IKJd7AJtqWd8kmeR-oiC2Wn7fxlgWaVoCEXPZrFa-C8CRwkhEUGXMj6AacWdSFdu0p5fxmA0BEjW-JamsPtjTC1cIA0LggBpQc1M_RO-IElTuZR6CH3SRDEv_gerImmxoQyXVu9CRp4pX_2BO5Z-v2ATEnRMGyHQU76zt6j5B2wzoN7vCKaTScb2ZMr0y8xRCxr-s481gW5-10EBLG8BP9ZkaSeNZV4imcQp9aRcKymEKeVhcO_1Fx1e3mpTApDJqAgSK_PD1a_6l-zhEmAC5-rnCyT1OVhQKESjju-rkGI.jfdif0bP7P9TU1Wvb7Nq3mVPXjw9eeixDB6YVLUrVLI&dib_tag=se&keywords=Jordan+sneakers&qid=1769198176&sr=8-252&xpid=nXjk8ayRGkN3X,B0CLH8KFLZ,,mens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's WMNS Air Jordan 1 Low Sneaker,Nike Women's WMNS Air Jordan 1 Low Sneaker,,,False,New,New,DV0990-111,DV0990-111,DV0990-111,,4.3,Bless your Heartz,https://www.amazon.com/Jordan-Womens-Shoes-DV0990-111-White-White/dp/B0C85S5Q2P/ref=sr_1_5?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-5,B0C85S5Q2P,8,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Womens WMNS Air Jordan 1 Low,Nike Womens WMNS Air Jordan 1 Low,,,False,New,New,DV0990-111,DV0990-111,DV0990-111,,4,R&M Whole Sale,https://www.amazon.com/Nike-DV0990-111-Jordan-Woman-Womens/dp/B0C85ZRV6M/ref=sr_1_55?dib=eyJ2IjoiMSJ9.hpTNhphA2tL6jb3gKsSuyoZc1_QBPsKVFRqT127K9pOJK8cc3dEvqrM3b26xUAsR2AuKRW-6q1QhmxbIL_JHMUMrpoIGPuA_EIHWUtYY4he9Mg_34KEUUhwGAgbKvmQVYkn1HtwRxnCPiU2jxwYB_lRaUHhm7dejdiYUT7xBOzKcXqbHBh0yWXOik16CcReC5upc459yos-EAeDJYHf23oTONCJcs_PBasY0Y-uZ4R2vpIitzf-ZWFU9RLHaYsZ78KGKVxU908cSLp_64GoJJwI81Tm9G29YXr7yjaAN9To.DunI4ZTXD57ffbshDDu9X_7vl4dqMSWmYkbmRrHin80&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197459&sr=8-55&xpid=1s_YYW3qmJhf2,B0C85ZRV6M,7,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's WMNS Air Jordan 1 Low Sneaker,Nike Women's WMNS Air Jordan 1 Low Sneaker,,,False,New,New,DV0990-111,DV0990-111,DV0990-111,,4.3,Amazin Group,https://www.amazon.com/Jordan-Womens-Sail-Black-Desert-BQ6472/dp/B0CKVFFBW6/ref=sr_1_269?dib=eyJ2IjoiMSJ9.0EWwqvVvgrcPHa4OkVg_rp02vWVGHMQa2gDw1lX99kTchL61tefRumHbaZnZCXui6u200aPtti00OaB6AHJToksn4Z4bsKWdev0IfnsydFzOeRFvXstcnR0D3an65jPIKbqSDa8By8132tcTYyblVSOZyrFDmM0pcKoD0Y70hnSLpLy-yhtTVJSA-lmEzUSolVfvlmErC80cAIPvejWCTdvzGyioMsV0FuITxfrD9mUg4jg4iySX39Ptaym4AHVElEPD5RIKchLhNWaILCTwpQtF0dqq-p0wN1zNFS1E2OQ.FUAz8pGBBcmBhgPP5SxnKdB0-Tiah8sm8n7qQ-mb9V4&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769197507&sr=8-269&xpid=1s_YYW3qmJhf2,B0CKVFFBW6,12,womens,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Nike Women's WMNS Air Jordan 1 Low Sneaker,Nike Women's WMNS Air Jordan 1 Low Sneaker,,,False,New,New,DV0990-111,DV0990-111,DV0990-111,,4.3,MayaoSneakers,https://www.amazon.com/dp/B0F8KYQM6N,B0F8KYQM6N,5,womens,1,10,False
amazon,Air Jordan sneakers,Sneakers,Jordan,Air Jordan 1,"Women's Air Jordan 1 Mid 'Panda' (White, Black)","Women's Air Jordan 1 Mid 'Panda' (White, Black)",,,False,New,New,DV0991 101,DV0991 101,DV0991101,,4.7,Voadera,https://www.amazon.com/Jordan-Women-White-Black-Panda-DV0991-101/dp/B0C95BQMT2/ref=sr_1_48?dib=eyJ2IjoiMSJ9.AAG3QOf9KO899qWu2kfJAz71d4P7IwNmBLKH2rm7Pctsv_mA_hEIphdPyEFNpoTN5VdfQosIgGg2ZNLqReHzSDpCG7qPaH8iSAaWKpmuVIz7XfGrCo3EVBMFVePEa-16IbEj1YTqeKOGyQvko4rKK1wpH0p1wQYESlJDFgQopd_VwRxDRvfUwz1rX3Tqpwt6kkgRE6Q9IZvlXspdKfIGRPUDkidtFt2Xgf6akfRJrXaiWwrB_MJ6U-5ysX0HTYstv-d4tWbdNf1YjE9i5WyIqkW2TSf9gstYm0WOYbqwob4.uZRHunJCcO5sUwnfZqKb1uoTdCZ8-QLziQIxX88Zzy8&dib_tag=se&keywords=Air+Jordan+sneakers&qid=1769597636&sr=8-48,B0C95BQMT2,,womens,1,10,False
amazon,Jordan sneakers,Sneakers,Jordan,Air Jordan 1,Jordan 1 Mid Women White/Black-Panda Mid DV0991-101 7.5,Jordan 1 Mid Women White/Black-Panda Mid DV0991-101 7.5,,,False,New,New,DV0991 101,DV0991 101,DV0991101,,5,Mendiola Distribution,https://www.amazon.com/Jordan-Women-White-Black-Panda-DV0991-101/dp/B0C957R51F/ref=sr_1_179?dib=eyJ2IjoiMSJ9.7zPqMkcOAJeBcCRSIi2nCF66F5ZrR0X2niwUSE8zbMXrqpAOelMwqdPOqk9tpDIvFO2O4CAQ69hxhQSXyIxrFqlcpatJVy_NijK6qU5ZjxZ1PINnefhxLXLhmsQV3rffcx6G2fiMriu1n0F0SBEr2fsU6gtkJKGiRhZQBlgq3u8fR9y2uyh9NVBeYNTidFAkTaj612b-XI76VAsmJFUQFZo7bkmTo1cepUdcB8Oar7besREPCd1JF5sWqbIpVh3VeCui2Z9YOJFZuiZWG-ppe0pEx7hoRtmCQqRQusA9-0w.IJVIkcKJ92oZoXaJBvt4VQdMwsZatDNBvusIDbQs_Yk&dib_tag=se&keywords=Jordan+sneakers&qid=1769198154&sr=8-179&xpid=nXjk8ayRGkN3X,B0C957R51F,,womens,1,10,False
