Search Term,Total result for the search,Product Name,Price (USD),Location of Product,Condition of Product,Total Items Sold (Product),Product URL,Seller Name,Total Items Sold (Seller),Number of Reviews (seller),Positive Review Percentage % (seller),Seller Followers,Seller URL,Date Scraped,Week Scraped
Nike sneakers,1800000,Nike Air Force 1 Low Triple Black CW2288-001 Men's or GS Shoes NEW,71.25,Chesterland,New with box,46.0,https://www.ebay.com/itm/326864694569,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 2017 Mens Sneakers Running Shoes White Pure Platinum 849559 100,150.99,Verdun,New with box,13.0,https://www.ebay.com/itm/365977101019,grailsmtl,14000.0,2725.0,99.6,2200.0,https://www.ebay.com/str/grailsmtl,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low OG Medium Olive HQ6998-200 Mens Shoes NEW IN HAND,159.99,Chesterland,New with box,32.0,https://www.ebay.com/itm/326939365906,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Diamond Turf Emerald Men's IB2240-001 New,124.97,Albany,New with box,45.0,https://www.ebay.com/itm/157315226520,Trending Sneakerz,9900.0,2792.0,99.7,2500.0,https://www.ebay.com/str/trendingwear1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 '07 Shoes White Malachite Green FJ4146-121 Men's Sizes NEW,100.0,Fort Myers,New with box,50.0,https://www.ebay.com/itm/157501535901,Shoe Conceptions,103000.0,22624.0,100,18000.0,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 '07 White CW2288-111,100.0,Plano,New with box,696.0,https://www.ebay.com/itm/204274447782,swaxbox,140000.0,30254.0,100,30000.0,https://www.ebay.com/str/swaxbox,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Mind 001 Slide Light Bone, Solar Red, Light Grey Brand New Multiple Sizes",200.0,Las Vegas,New with box,2.0,https://www.ebay.com/itm/198018870287,Cultural Commodities,1900.0,657.0,98.3,288.0,https://www.ebay.com/str/culturalcommodities,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Nike Ja 3 Zombie HV9923-700 Men Size,150.0,Westville,New with box,112.0,https://www.ebay.com/itm/205797295836,swaxbox,140000.0,30254.0,100,30000.0,https://www.ebay.com/str/swaxbox,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Shox R4 Black HQ1988-001 Mens Sizes New Running Black,99.99,Alexandria,New with box,5.0,https://www.ebay.com/itm/306648892186,SummerClouds72,4500.0,1615.0,99.9,243.0,https://www.ebay.com/str/summerclouds72,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Jordan 1 Low SE Shoes ""Somos Eternos"" IM8120-464 Men's Sizes NEW",132.89,Fort Myers,New with box,53.0,https://www.ebay.com/itm/157402609819,Shoe Conceptions,103000.0,22624.0,100,18000.0,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Force 1 '07 White Black Outline 8, 8.5, 9.5, 10 +(gift) protector",69.99,Miami,New without box,,https://www.ebay.com/itm/366109268703,yanz2766,4.0,1.0,66.7,,https://www.ebay.com/usr/yanz2766,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 High OG Black White 2.0 DZ5485-010 Mens Shoes NEW,83.99,Chesterland,New with box,126.0,https://www.ebay.com/itm/326861841510,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low '07 LV8 Vamps FJ4146-002 - Men Sizing - Brand NEW,124.99,Bailey,New with box,213.0,https://www.ebay.com/itm/267359425494,Soledout NC,4600.0,1514.0,99.9,886.0,https://www.ebay.com/str/soledoutnc,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low White '07 Mens White Sports Sneaker CW2288-111,118.75,Eugene,New with box,230.0,https://www.ebay.com/itm/127139032064,puresportsusa,13000.0,5169.0,99.9,1800.0,https://www.ebay.com/str/puresportsusa,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low SE Shoes Black Anthracite Tour Yellow IM6568-010 Men's NEW,118.65,Naples,New with box,37.0,https://www.ebay.com/itm/257250292933,Duck Walk Sneakers,87000.0,16979.0,100,13000.0,https://www.ebay.com/str/popsandus3,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Dunk Low Reverse Panda 2.0 IB4620-141 Men's Size New,109.24,Eugene,New with box,22.0,https://www.ebay.com/itm/267504875858,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 2017 White Pure Platinum Silver Sneakers 849559-100 Mens Size,100.0,Pearl,New with box,29.0,https://www.ebay.com/itm/397066238807,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 3 Retro Family Affair Olive Green DN3707-202 Men's Shoes NEW,89.99,Chesterland,New with box,280.0,https://www.ebay.com/itm/326799260637,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Correlate Pure Platinum Obsidian Sneakers 511416-010 Mens Size,79.99,Pearl,New with box,12.0,https://www.ebay.com/itm/397354431980,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Size 6.5y- Nike Air Jordan 4 Retro GS University Blue Men's Shoes - Ships Now,189.0,Dedham,Pre-owned - Good,,https://www.ebay.com/itm/226926503923,supersneaksanddresses,492.0,323.0,99.7,28.0,https://www.ebay.com/usr/supersneaksanddresses,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Alpha Trainer 5 DM0829 010 black/black Men's Shoes,87.85,Fullerton,New with box,472.0,https://www.ebay.com/itm/175830071804,allshoesforyou,120000.0,22833.0,99.8,2400.0,https://www.ebay.com/str/allshoesforyou,2026-01-11,2026-01-05
Nike sneakers,1800000,Brand New Nikes,200.0,Sanford,New without box,,https://www.ebay.com/itm/376781938434,t28349,,0.0,,,,2026-01-11,2026-01-05
Nike sneakers,1800000,NIKE DUNK LOW,300.0,Nashville,Pre-owned - Excellent,,https://www.ebay.com/itm/147077445181,jgalvez72,29.0,80.0,100,,https://www.ebay.com/usr/jgalvez72,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 '07 LV8 Light Khaki Black Sneakers HQ2037-200 Mens Sizes NEW,89.97,Glenmoore,New with box,29.0,https://www.ebay.com/itm/317534010274,THE SNEAKER NEST,,1402.0,100,,https://www.ebay.com/str/thesneakernest,2026-01-11,2026-01-05
Nike sneakers,1800000,FQ0912-400 Nike Pegasus Trail 5 GORE-TEX Armory Navy Vintage Green (Women's),175.0,Los Angeles,New with box,,https://www.ebay.com/itm/205754200039,kjf5,,160.0,100,,https://www.ebay.com/usr/kjf5,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike REVOLUTION 8 Men's Black Grey HJ9198-008 Basketball Sneakers Shoes,49.95,Bowling Green,New with box,5.0,https://www.ebay.com/itm/317591306811,shoes_bootz_and_more,76000.0,19388.0,99.5,7700.0,https://www.ebay.com/usr/shoes_bootz_and_more,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Force 1 Low Shoes ""Kobe"" Cargo Khaki Green IB0018-301 Men's Sizes NEW",118.88,Fort Myers,New with box,15.0,https://www.ebay.com/itm/168023264214,Shoe Conceptions,103000.0,22624.0,100,18000.0,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low Triple White Sneakers Retro OG CW2288-111 Mens Size,89.99,Pearl,New with box,12.0,https://www.ebay.com/itm/397257297255,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/usr/SneakerSupplyLLC,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 '07 PRM Shoes Black Summit White IM6643-010 Men's Sizes NEW,109.88,Fort Myers,New with box,5.0,https://www.ebay.com/itm/157600903246,Shoe Conceptions,,22624.0,100,,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike React Pegasus Trail 4 Gore-Tex Sneakers HM9728-002 Men's Size 7.5-14,119.96,Los Angeles,New with box,12.0,https://www.ebay.com/itm/389306462283,Double-700,3300.0,1236.0,99.9,378.0,https://www.ebay.com/str/double700,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Women's Free RN 2018 Berry Running Shoes 942837-604,63.74,Groton,New with box,2.0,https://www.ebay.com/itm/166029635610,ShoeMax2021,4800.0,1208.0,99.7,898.0,https://www.ebay.com/str/shoemax2021,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air More Uptempo Low Triple Black - IM6649-001,15200.0,,New with box,,https://www.ebay.com/itm/365944772868,MXC OFFICIAL,33000.0,5322.0,98.4,5500.0,https://www.ebay.com/str/mxc,2026-01-11,2026-01-05
Nike sneakers,1800000,Size 10.5 - Nike Pegasus Premium Run Pack,180.0,Austin,New with box,,https://www.ebay.com/itm/177696206788,arisitausa,2.0,26.0,100,,https://www.ebay.com/usr/arisitausa,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Vomero Plus Speckle Vast Grey Wolf Grey [Size 6-14 Men] *FAST SHIP* New!,125.0,Cambridge,New with box,5.0,https://www.ebay.com/itm/306683260519,cash*soles,6300.0,2025.0,100,1300.0,https://www.ebay.com/str/cashsoles,2026-01-11,2026-01-05
Nike sneakers,1800000,Zapatos de balcon Nike Book 1 para hombre Orewood blancos/negros nuevos en caja,80.1,,Nuevo en caja,,https://www.ebay.com/itm/317737610802,The Greentree Project,17000.0,7581.0,99.9,2200.0,https://www.ebay.com/str/thegreentreeproject,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Terra Humara Triple Black - FQ9084-001,106.0,HONG KONG,New with box,12.0,https://www.ebay.com/itm/376390451002,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan Spizike Low Sail Storm Blue IM2176-133 Men's Shoes NEW,108.99,Chesterland,New with box,13.0,https://www.ebay.com/itm/326916915089,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Jordan 1 Low SE, Size 12.5, From Asian Market",100.0,Plainfield,New with box,,https://www.ebay.com/itm/376850760819,wam1174,,0.0,,,,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low LX Leaf Camo IM8062-368 Men's Size New,113.99,Eugene,New with box,19.0,https://www.ebay.com/itm/267483745013,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,adidas men Run 60s 2.0 Shoes,42.0,Spartanburg,New with box,9269.0,https://www.ebay.com/itm/157519572739,adidas,,964234.0,99.7,325000.0,https://www.ebay.com/str/adidas,2026-01-11,2026-01-05
Nike sneakers,1800000,Mens Size 9.5 Nike Mind 002 Light Smoke Grey HQ4308-003 IN HAND Brand New,229.95,Orlando,New with box,2.0,https://www.ebay.com/itm/116974014209,H3ARTNSOLE,2500.0,1231.0,100,443.0,https://www.ebay.com/str/h3artnsole,2026-01-11,2026-01-05
Nike sneakers,1800000,New Balance 574 Core Classic Sneakers US Men Size 7.5-13,65.0,New York,New with box,64.0,https://www.ebay.com/itm/356685030601,Miasports,25000.0,5699.0,99.4,3000.0,https://www.ebay.com/str/miasports,2026-01-11,2026-01-05
Nike sneakers,1800000,adidas men GRAND COURT 2.0 SHOES,42.0,Spartanburg,New with box,42861.0,https://www.ebay.com/itm/156879751918,adidas,,964234.0,99.7,325000.0,https://www.ebay.com/str/adidas,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low College Pack Midnight Navy DQ7659-101 Men's Size New,108.29,Eugene,New with box,30.0,https://www.ebay.com/itm/267466566134,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike GT Future Lightning - FZ5591-700,247.0,Hong Kong,New with box,9.0,https://www.ebay.com/itm/366072033001,MXC OFFICIAL,33000.0,5322.0,98.4,5500.0,https://www.ebay.com/str/mxc,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 10 Retro 'Shadow' Jordan 10 AJ10 AJX2025 Men's HJ6779-001,203.0,HONG KONG,New with box,54.0,https://www.ebay.com/itm/376679586721,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,New NIKE Air Max 90 Classic Retro Men's Athletic Sneakers gray black all sizes,179.95,Chicago,New with box,2.0,https://www.ebay.com/itm/227166003565,SNKRS Central,82000.0,25523.0,99.7,3600.0,https://www.ebay.com/str/mensshoesworld,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Shox R4 Black Bright Crimson HQ1988-001 - Men Sizing - Brand NEW Sneakers,119.99,Fort Worth,New with box,19.0,https://www.ebay.com/itm/136806604833,Lukaskicksandmore,43000.0,12941.0,99.7,4800.0,https://www.ebay.com/str/lukaskicksandmore,2026-01-11,2026-01-05
Nike sneakers,1800000,"Size 11D-Nike Air Monarch White/Silver, 415445-102",44.99,Portland,New with box,26.0,https://www.ebay.com/itm/205933475884,fguerouate,1400.0,422.0,100,108.0,https://www.ebay.com/usr/fguerouate,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low Ashen 553558-414,157.0,,New with box,,https://www.ebay.com/itm/285771707985,HYPEX Official-Store,26000.0,3320.0,97.6,4400.0,https://www.ebay.com/str/hypexofficalstore,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Torch 4 Mens Sneakers Mesh Shoes Anthracite Black Silver 343846 002,114.99,Verdun,New with box,11.0,https://www.ebay.com/itm/365969801953,grailsmtl,14000.0,2725.0,99.6,2200.0,https://www.ebay.com/str/grailsmtl,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low 'Sail/College Grey' 553558-169 Men's Size,119.0,HONG KONG,New with box,23.0,https://www.ebay.com/itm/376345641447,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Size 11 - Nike Air Max Goadome Triple Black Sneakers Mens 865031-009 Ship Fast!,170.0,Las Vegas,New with box,11.0,https://www.ebay.com/itm/257232783655,DSigner Dealz,3900.0,1778.0,100,1400.0,https://www.ebay.com/str/dsignerdealz,2026-01-11,2026-01-05
Nike sneakers,1800000,New Nike Ja 3 Basketball Shoes 'Showstopper' Mink Brown HF2794-200 Men's NEW,137.99,Twinsburg,New with box,21.0,https://www.ebay.com/itm/127530947808,Risen_+_Outfitters,,48990.0,100,,https://www.ebay.com/str/tzbigred5,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Griffey Max 1 Black Freshwater 2025 DM8311-001 Men Size,179.0,Westville,New with box,10.0,https://www.ebay.com/itm/205880491986,swaxbox,140000.0,30254.0,100,30000.0,https://www.ebay.com/str/swaxbox,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Vomero Plus Off Noir Pecan Brown Sneakers Retro IO4482-001 Mens Size,151.99,Pearl,New with box,14.0,https://www.ebay.com/itm/397339996057,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Force 1 '07 LV8 ""Scarface"" | Men Sizes 8 - 15 | IB6847-600 | LIMITED",209.99,Newport News,New with box,1.0,https://www.ebay.com/itm/257294490216,HaLeYen,5300.0,1163.0,97.2,767.0,https://www.ebay.com/str/haleyen,2026-01-11,2026-01-05
Nike sneakers,1800000,Tenis de corrida unissex New Balance XC-72,4200.0,,"Novo, com caixa",,https://www.ebay.com/itm/406127389828,im_the_great_deal,8600.0,2644.0,99.2,660.0,https://www.ebay.com/usr/im_the_great_deal,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Dunk Low Retro SE Pale Ivory Baroque Brown FQ8249-104 Men's Size New,105.99,Eugene,New with box,20.0,https://www.ebay.com/itm/267278865218,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Diamond Turf Ravens HV2282-001 Men's Size New,142.49,Eugene,New with box,148.0,https://www.ebay.com/itm/267298656375,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,[DQ5009-268] Mens Nike DUNK LOW 'SETSUBUN (2022) Size 13 New with Box,295.0,Stockton,New with box,,https://www.ebay.com/itm/316139509238,Kennedy s Korner,,1258.0,100,,https://www.ebay.com/str/croomieesspot,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Vomero Plus Sail Pecan Brown Sneakers Running Retro IO4482-100 Mens Size,149.99,Pearl,New with box,15.0,https://www.ebay.com/itm/397340009548,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Brand New Nike Kobe 4 Protro CHBL - Size 14,408.0,Woodside,New with box,2.0,https://www.ebay.com/itm/336368196040,bluewavetradingllc,3.0,0.0,,,https://www.ebay.com/usr/bluewavetradingllc,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 2017 Wolf Grey Black Platinum Sneakers 849559-012 Mens Size NEW,11900.0,,New with box,,https://www.ebay.com/itm/187350321188,Kick T,4500.0,1083.0,100,220.0,https://www.ebay.com/str/kickt,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Ja 3 Coconut Milk HF2794-101 Men Size,119.0,Westville,New with box,10.0,https://www.ebay.com/itm/205823399992,swaxbox,140000.0,30254.0,100,30000.0,https://www.ebay.com/str/swaxbox,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Nike Air Zoom GT Cut Photo Blue CZ0175-103 Men Size,209.0,Westville,New with box,31.0,https://www.ebay.com/itm/205855602783,swaxbox,140000.0,30254.0,100,30000.0,https://www.ebay.com/str/swaxbox,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 90 BRED Black Sport Red Men's Sneakers DC9388-002 Men's size 8-11,114.95,Fremont,New with box,5.0,https://www.ebay.com/itm/177727392371,SOLE-KICK-SNEAKER,807.0,484.0,100,98.0,https://www.ebay.com/str/solekicksneaker,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low Bred Black Red White 553558-067 Men's or GS Shoes NEW,77.99,Chesterland,New with box,133.0,https://www.ebay.com/itm/326431015846,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air More Uptempo Low top Vintage Basketball Shoes Unisex Black - IM6649-001,140.0,HONG KONG,New with box,27.0,https://www.ebay.com/itm/376608275862,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,DX4215-005 Nike Ava Rover Black Anthracite Men`s,119.99,Flushing,New with box,30.0,https://www.ebay.com/itm/136153246192,Topone Collection,13000.0,3376.0,99.8,1600.0,https://www.ebay.com/str/toponesneakers,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 1 Low SE Shoes Black Anthracite Tour Yellow IM6568-010 Men's NEW,118.88,Fort Myers,New with box,42.0,https://www.ebay.com/itm/157477793234,Shoe Conceptions,103000.0,22624.0,100,18000.0,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max LTD 3 Shoes White Red Black BV1171-100 Men's NEW,86.48,Twinsburg,New with box,39.0,https://www.ebay.com/itm/116877243839,Risen_+_Outfitters,217000.0,48990.0,100,20000.0,https://www.ebay.com/str/tzbigred5,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Force 1 '07 Shoes ""Realtree Camo"" IH1221-900 Men's Sizes NEW",109.14,Fort Myers,New with box,6.0,https://www.ebay.com/itm/157560910804,Shoe Conceptions,103000.0,22624.0,100,18000.0,https://www.ebay.com/str/shoeconceptions,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low '07 Triple Black Mens Black Sports Sneaker CW2288-001,123.5,Eugene,New with box,65.0,https://www.ebay.com/itm/127139030337,puresportsusa,13000.0,5169.0,99.9,1800.0,https://www.ebay.com/str/puresportsusa,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Air Force 1 Low Valentine's Day"" HV5992-111 Women's White",115.0,HONG KONG,New with box,39.0,https://www.ebay.com/itm/375854218643,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 90 Triple Black CN8490-003 Mens Shoes NEW,97.99,Chesterland,New with box,93.0,https://www.ebay.com/itm/326291399776,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/str/shop516,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low Retro Lettering HV5752-410 Men's Size New,95.0,Eugene,New with box,52.0,https://www.ebay.com/itm/267199350068,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan 11 Retro 2025 Gamma Blue CT8012-047 Size 11 mens SHIPS TODAY,305.0,West Springfield,New with box,6.0,https://www.ebay.com/itm/168045794284,grzesiu123,2600.0,896.0,100,73.0,https://www.ebay.com/usr/grzesiu123,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Dunk Low GORE-TEX Black/Anthracite HQ2053-001 Men's Size,123.0,HONG KONG,New with box,18.0,https://www.ebay.com/itm/376613406178,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Jordan Max Aura 6 White Gold Black Sneakers Retro FQ8298-101 Mens Size,79.99,Pearl,New with box,26.0,https://www.ebay.com/itm/397062353535,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Size 10.5 - Nike AIr Max LTD 3 Wolf Grey (687977-015),105.6,Rock Hill,New with box,1.0,https://www.ebay.com/itm/136937844112,Brevard's Bargain Buys,5000.0,1368.0,99.2,499.0,https://www.ebay.com/str/yournumberoneclemsonfan,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Shox R4 Shoes Triple Black HQ1988-001 Men's Size Multi Size,123.4,Naples,New with box,13.0,https://www.ebay.com/itm/257272061633,Duck Walk Sneakers,87000.0,16979.0,100,13000.0,https://www.ebay.com/str/popsandus3,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Plus Drift Shoes Iron Ore Concord Sneakers FD4290-007 Mens Size,75.0,Pearl,New with box,7.0,https://www.ebay.com/itm/397146172774,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/usr/SneakerSupplyLLC,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 90 Smoke Grey Diffused Blue IB6392-001 Men's Size New,118.74,Eugene,New with box,30.0,https://www.ebay.com/itm/267278909827,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Zoom Vomero 5 Bright Cactus FJ2028-003 Men's Size New,109.24,Eugene,New with box,7.0,https://www.ebay.com/itm/267466557967,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Force 1 Low Ja Morant NY vs. NY Black Gum [Size 6-11 Men] *FAST SHIP*,110.0,Cambridge,New with box,4.0,https://www.ebay.com/itm/306692435950,cash*soles,6300.0,2025.0,100,1300.0,https://www.ebay.com/usr/cash*soles,2026-01-11,2026-01-05
Nike sneakers,1800000,New NIKE Air Max Men's classic Athletic Sneakers shoes light gray all sizes,106.99,Chicago,New with box,40.0,https://www.ebay.com/itm/236206239013,SNKRS Central,82000.0,25523.0,99.7,3600.0,https://www.ebay.com/str/mensshoesworld,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Foamposite One Cough Drop Negro Rojo IB2219-001 Zapatos para Hombre NUEVO,179.54,,Nuevo en caja,,https://www.ebay.com/itm/326737426259,516kicks,51000.0,12030.0,99.7,17000.0,https://www.ebay.com/usr/516kicks,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Nike Vomero Plus Anthracite Silver Zebra Sneaker IM6011-060 Mens Size,139.99,Pearl,New with box,4.0,https://www.ebay.com/itm/397469121248,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Ava Rover College Grey React Sneakers Running IM9327-001 Mens Size,10000.0,,New with box,,https://www.ebay.com/itm/397325998183,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Foamposite Pro Pine Green 2025 HF0794-300,201.0,HONG KONG,New with box,91.0,https://www.ebay.com/itm/376560743323,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Command Black White Sneakers Retro OG 629993-032 Mens Size,100.0,Pearl,New with box,9.0,https://www.ebay.com/itm/397354409999,SneakerSupplyLLC,88000.0,21497.0,99.3,11000.0,https://www.ebay.com/str/finntheosteals,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max Dawn Black Summit White Men Casual Shoes Sneakers DJ3624-001,104.0,HONG KONG,New with box,25.0,https://www.ebay.com/itm/376062282166,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,"Nike Ja 3 EP ""Scratch 3.0"" Turbo Green Basketball Shoes Mens HF2794-300",136.0,HONG KONG,New with box,44.0,https://www.ebay.com/itm/376664337981,SOLE B1OCK,57000.0,9406.0,98.6,13000.0,https://www.ebay.com/str/soleb1ock,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 95 Racing Pack Black University Red IH1228-003 Men's Size New,132.99,Eugene,New with box,8.0,https://www.ebay.com/itm/267492163371,wise_sneakers,76000.0,15399.0,100,17000.0,https://www.ebay.com/str/wisesneakers1,2026-01-11,2026-01-05
Nike sneakers,1800000,Nike Air Max 2017 Mens Sneakers Cushionned Running Shoes Cool Grey 849559 011,150.99,Verdun,New with box,3.0,https://www.ebay.com/itm/365977102564,grailsmtl,14000.0,2725.0,99.6,2200.0,https://www.ebay.com/str/grailsmtl,2026-01-11,2026-01-05
